"journal_title","item_cnt"
International Journal of Advances in Engineering and Pure Sciences,1
International Journal of Anthropology,1
International Journal of Antimicrobial Agents,1
International Journal of Applied Ceramic Technology,1
International Journal of Behavioural Accounting and Finance,1
International Journal of Biological Macromolecules,1
International Journal of Biometeorology,1
International Journal of Business Governance and Ethics,1
International Journal of Chemistry,1
International Journal of Climatology,1
International Journal of Clinical and Experimental Hypnosis,1
International Journal of Clinical Legal Education,1
International Journal of Clinical Practice,1
International Journal of Comparative and Applied Criminal Justice,1
International Journal of Comparative Sociology,1
International Journal of Constitutional Law,4
International Journal of Consumer Studies,1
International Journal of Corpus Linguistics,1
International Journal of Criminology and Sociology,1
International Journal of Critical Infrastructure Protection,1
International Journal of Crowd Science,1
International Journal of Cultural Policy,1
International Journal of Cultural Property,1
International Journal of Data Science and Analytics,1
International Journal of Discrimination and the Law,1
International Journal of Divination and Prognostication,1
International Journal of Drug Policy,1
International Journal of Eating Disorders,1
International Journal of E-Business Research,1
International Journal of Economics and Management Engineering,1
International Journal of Education through Art,1
International Journal of Engineering and Management Research,1
International Journal of Engineering Science,1
International Journal of Entrepreneurship and Small Business,1
International Journal of Environmental Research and Public Health,2
International Journal of Environmental Science and Technology,1
International Journal of Environment and Climate Change,1
International Journal of E-Services and Mobile Applications,1
International Journal Of Eurasia Social Sciences,1
International Journal of Family & Community Medicine,1
International Journal of Food Science & Technology,2
International Journal of Forecasting,1
International Journal of Health Policy and Management,1
International Journal of Heritage Studies,1
International Journal of Historical Archaeology,2
International Journal of Human Culture Studies,2
International Journal of Information Security and Privacy,1
International Journal of Innovation and Economic Development,1
International Journal of Innovative Engineering Applications,1
International Journal of Law and Management,2
International Journal of Law and Psychiatry,3
"International journal of law, crime and justice",4
International Journal of Law in Changing World,2
International Journal of Law in Context,6
International Journal of Law Libraries,2
International Journal of Law Policy and the Family,4
International Journal of Legal Discourse,2
International Journal of Legal Information,4
International Journal of Legal Medicine,23
International Journal of Mass Spectrometry and Ion Physics,3
International Journal of Medical Informatics,1
International Journal of Migration and Border Studies,1
International Journal of Military History and Historiography,1
International Journal of New Technology and Research,1
International Journal of Obstetric Anesthesia,1
International Journal of Offender Therapy and Comparative Criminology,3
International Journal of Open Source Software and Processes,1
International Journal of Organization Theory and Behavior,2
International Journal of Paediatric Dentistry,1
International Journal of Paleopathology,1
International journal of peptide & protein research,1
International Journal of Pharmaceutics,2
International Journal of Physical Distribution & Logistics Management,1
International Journal of Political Economy,1
International Journal of Political Studies,1
International Journal of Politics Culture and Society,2
International Journal of Production Research,1
International Journal of Psychology and Counselling,1
International Journal of Public Administration,3
International Journal of Public Finance,2
International Journal of Public Policy,1
International Journal of Quantum Chemistry,2
International Journal of Refrigeration,1
International Journal of Social Inquiry,1
International journal of social sciences and economic review,1
International Journal of Social Welfare,1
International Journal of Strategic Information Technology and Applications,1
International Journal of the Classical Tradition,2
International Journal of Theoretical Physics,1
International Journal of Wood Culture,1
International Labor and Working-Class History,1
International law and economics,2
International law and the Global South,2
International Law Reports,5
International Law Research,1
"International library of ethics, law, and the new medicine/The international library of ethics, law, and the new medicine",5
International Migration,5
International Migration Review,1
International Organization,1
International Orthopaedics,1
International perspectives on education and society,1
International Planning Studies,1
International Political Science Review,2
International Political Sociology,3
International political theory,1
International Review for Social History,1
International Review of Administrative Sciences,6
International Review of Education,1
International Review of Law and Economics,10
International Review of Law Computers & Technology,2
International Review of Social History,5
International Review of the Red Cross,7
International Review of Victimology,3
International series of numerical mathematics,2
International Social Security Review,1
International Studies Perspectives,1
International Studies Quarterly,1
International Theory,3
International yearbook of soil law and policy,4
Internetowy Kwartalnik Antymonopolowy i Regulacyjny,2
Internet Policy Review,8
Internet Pragmatics,1
Interpreting and Society,1
Intersentia eBooks,1
Inventions,1
IOP Conference Series Materials Science and Engineering,1
Iranian journal of Value and Behavioral Accounting,1
Iranian Journal of War and Public Health,1
Iranian Studies,2
Irish Journal of Medical Science (1971 -),2
Iryo To Shakai,1
ISIJ International,1
Isis,3
Islam and Christian–Muslim Relations,1
Isonomía - Revista de teoría y filosofía del derecho,1
Isotopenpraxis Isotopes in Environmental and Health Studies,1
Israel Journal of Chemistry,3
Israel Law Review,28
Issues of crime prevention,1
İstanbul Hukuk Mecmuası / Istanbul Law Review,6
İstanbul Medeniyet Üniversitesi Hukuk Fakültesi Dergisi,1
İstanbul Ticaret Üniversitesi Sosyal Bilimler Dergisi,1
İstanbul Üniversitesi Hukuk Fakültesi Mecmuası,2
Istorija 20 veka,1
ISTRAŽIVANJA Јournal of Historical Researches,1
ITALIA CONTEMPORANEA,1
Italian Culture,1
Italian Political Science Review/Rivista Italiana di Scienza Politica,2
Iuris Dictio,1
Ius Canonicum,1
Ius comparatum,61
Ius et Praxis,8
IUS ET SCIENTIA,1
IUS ET VERITAS,1
Ius gentium,73
IUSTA,3
J²,2
Jahrbuch der Hafenbautechnischen Gesellschaft,1
Jahrbuch für Christliche Sozialwissenschaften,1
Jahrbuch für Germanistische Sprachgeschichte,6
Jahrbuch für Musikwirtschafts- und Musikkulturforschung,1
Jahrbuch für Recht und Ethik / Annual Review of Law and Ethics,1
Jahrbuch Migration und Gesellschaft,1
JANUS NET e-journal of International Relation,1
Japanese Economic Review,1
Japanese Geotechnical Journal,2
Japanese Journal of Human Geography,1
Japanese Journal of Oral Diagnosis / Oral Medicine,1
Japanese Journal of Radiological Technology,1
Japanese Psychological Research,1
Japanese Sociological Review,2
JAPAN TAPPI JOURNAL,4
Javnost - The Public,1
J.B. Metzler eBooks,253
JCMS Journal of Common Market Studies,13
Jet propulsion,1
Jewish History,2
Jewish Social Studies,1
Jezikoslovni zapiski,2
Językoznawstwo,1
J.F. Bergmann-Verlag eBooks,16
JGZ Tijdschrift voor jeugdgezondheidszorg,1
Jikken igaku zasshi,11
J — Multidisciplinary Scientific Journal,2
Jogelméleti Szemle,1
Jogtörténeti Szemle,1
John Benjamins Publishing Company eBooks,1
JOM,6
Journal for General Philosophy of Science,2
Journal for Juridical Science,2
Journal for Late Antique Religion and Culture,1
Journal for Markets and Ethics,1
Journal for the History of Astronomy,1
Journal for the History of Knowledge,1
Journal for the History of Rhetoric,2
Journal for the Integrated Study of Dietary Habits,1
Journal for the Study of Judaism,3
Journal for the Study of the Old Testament,1
Journal für Betriebswirtschaft,2
Journal für praktische Chemie,15
Journal für Reproduktionsmedizin und Endokrinologie,4
Journal Human Research in Rehabilitation,1
Journalism History,1
Journalistica - Tidsskrift for forskning i journalistik,1
Journal of Access Services,1
Journal of African Law,2
Journal of Agrarian Change,1
Journal of Agricultural and Food Chemistry,1
Journal of Agronomy and Crop Science,4
Journal of Alloys and Compounds,1
Journal of American Ethnic History,1
Journal of American Studies,1
Journal of Anatomy,1
Journal of Ancient History,2
Journal of ancient Judaism,2
Journal of Ancient Near Eastern Religions,1
Journal of Animal Breeding and Genetics,6
Journal of Animal Physiology and Animal Nutrition,2
Journal of Anti-Corruption Law,1
Journal of Applied Chemistry,3
Journal of Applied Chemistry and Biotechnology,1
Journal of Applied Genetics,1
Journal of Applied Philosophy,1
Journal of Applied Physics,2
Journal of Applied Polymer Science,19
Journal of Applied Psychology,3
Journal of Applied Spectroscopy,1
Journal of Archaeological Science Reports,1
Journal of Architecture and Planning (Transactions of AIJ),2
Journal of Artificial Intelligence Research,1
Journal of Asian Economics,1
Journal of Atmospheric and Terrestrial Physics,1
Journal of Bacteriology,5
Journal of Baltic Studies,13
Journal of Banking Regulation,2
Journal of Basic & Applied Sciences,2
Journal of Bentham Studies,1
Journal of Biblical Literature,1
Journal of Biological Chemistry,2
Journal of Biomedical Materials Research,1
Journal of Borderlands Studies,3
Journal of British Studies,6
Journal of Building Engineering,1
Journal of Business Economics,13
Journal of Business Ethics,8
Journal of Business Finance &amp Accounting,1
Journal of Cancer Research and Clinical Oncology,9
Journal of Cellular Physiology,1
Journal of Chemical Crystallography,1
Journal of Chemical Technology & Biotechnology,2
Journal of Child Neurology,1
Journal of Chromatography A,3
Journal of chromatography library,1
Journal of Civil & Legal Sciences,1
Journal of Classical Sociology,2
Journal of Cold War Studies,1
Journal of Combinatorial Theory Series A,1
Journal of Communication Inquiry,1
Journal of Comparative Physiology A,1
Journal of Composite Materials,1
Journal of Computational Chemistry,1
Journal of Computer Science,1
Journal of Computing in Civil Engineering,1
Journal of Conflict Resolution,1
Journal of Consulting and Clinical Psychology,2
Journal of Consumer Policy,26
Journal of Contemporary European Studies,1
Journal of Contemporary History,1
Journal of Contemporary Private Law,2
Journal of Contemporary Religion,1
Journal of Coordination Chemistry,1
Journal of Corporate Law Studies,4
Journal of Criminal Justice,1
Journal of Criminal Law,1
Journal of Cuneiform Studies,1
Journal of Current Chinese Affairs,1
Journal of Current Southeast Asian Affairs,1
Journal of Cyber Policy,1
Journal of Dairy Science,2
Journal of Dance Education,1
Journal of Dentistry,1
Journal of Digital Technologies and Law,1
Journal of Documentation,1
JOURNAL of Donetsk mining institute,1
Journal of Drug Issues,4
Journal of Early Christian History,1
Journal of early Christian studies,9
Journal of East Asia and International Law,1
Journal of Economic Behavior & Organization,1
Journal of Economic & Financial Studies,1
Journal of Economic Geography,1
Journal of Economic Growth,1
Journal of Economic Literature,2
Journal of Economic Psychology,1
Journal of Economic Sociology,2
Journal of Educational Psychology,1
Journal of Education Humanities and Social Sciences,1
Journal of Egyptian History,2
Journal of Electron Spectroscopy and Related Phenomena,1
Journal of Empirical Legal Studies,3
Journal of Engineering Physics,1
Journal of Environmental Geography,1
Journal of Ethnic and Migration Studies,3
Journal of Ethnobiology and Ethnomedicine,1
Journal of European Integration,4
Journal of European Public Policy,10
Journal of European Social Policy,6
Journal of European Studies,3
Journal of Evolutionary Economics,1
Journal of Evolution of Medical and Dental Sciences,1
Journal of Experimental Criminology,2
Journal of Experimental Psychology Applied,1
Journal of Experimental Psychology General,1
Journal of Experimental Psychology Human Perception & Performance,3
Journal of Experimental Psychology Learning Memory and Cognition,2
Journal of Experimental Zoology Part A Ecological Genetics and Physiology,1
Journal of Families and Better Life,1
Journal of Family History,5
Journal of Family Psychology,1
Journal of Family Research,3
Journal of Feminist Studies in Religion,1
Journal of Fiber Science and Technology,1
Journal of Financial Crime,2
Journal of Financial Management of Property and Construction,1
Journal of Financial Regulation and Compliance,2
Journal of Fluid Mechanics,1
Journal of Food Science,1
Journal of Foreign Legislation and Comparative Law,1
Journal of Forensic and Legal Medicine,1
Journal of Forest Engineering,1
Journal of Gastroenterology & Digestive Systems,1
Journal of Geography (Chigaku Zasshi),1
Journal of Geometric Analysis,1
Journal of Geophysical Research Atmospheres,2
Journal of Geophysical Research Oceans,2
Journal of Glacial Archaeology,1
Journal of Global History,1
Journal of Global Security Studies,1
Journal of Governance and Development (JGD),1
Journal of Governance and Regulation,4
Journal of Government Information,1
Journal of Health Psychology Research,1
Journal of Heterocyclic Chemistry,10
Journal of Historical Geography,1
Journal of Historical Linguistics,1
Journal of Historical Sociolinguistics,1
Journal of Historical Sociology,2
Journal of Homosexuality,1
Journal of hongik law review,3
Journal of Housing and the Built Environment,1
Journal of Human Development and Capabilities,1
Journal of Human Environmental Studies,1
Journal of Human Rights,3
Journal of Human Rights and Social Work,1
Journal of Human Rights Practice,3
Journal of Human Sciences,1
Journal of Human Sciences and Extension,1
Journal of Hygiene,1
Journal of Individual Employment Rights,1
Journal of Industrial Economics,1
Journal of Industry Competition and Trade,1
"Journal of information, law and technology",1
Journal of Innovation Economics & Management,1
Journal of Institutional and Theoretical Economics JITE,5
Journal of Institutional and Theoretical Economics-zeitschrift Fur Die Gesamte Staatswissenschaft,1
Journal of Institutional Economics,1
Journal of Integrative Plant Biology,1
Journal of Intelligent Manufacturing,1
Journal of Intercultural Management,1
Journal of Intercultural Studies,1
Journal of Interior Design,1
Journal of International Analytics,1
Journal of International Biotechnology Law,1
Journal of International Commerce Economics and Policy,1
Journal of International Criminal Justice,3
Journal of international law and international relations,1
Journal of International Medical Research,1
Journal of International Migration and Integration / Revue de l integration et de la migration internationale,1
Journal of International Political Theory,3
Journal of International Relations and Development,2
Journal of International Trade Law and Policy,1
Journal of Intervention and Statebuilding,2
Journal of Investigative Psychology and Offender Profiling,1
Journal of Japan Academy of Nursing Science,1
Journal of Japan Association for Earthquake Engineering,1
Journal of Japan Institute of Light Metals,1
Journal of Japan Society of Civil Engineers Ser A1 (Structural Engineering & Earthquake Engineering (SE/EE)),6
Journal of Japan Society of Civil Engineers Ser B1 (Hydraulic Engineering),1
Journal of Japan Society of Civil Engineers Ser C (Geosphere Engineering),1
Journal of Japan Society of Civil Engineers Ser F3 (Civil Engineering Informatics),1
Journal of Japan Society of Civil Engineers Ser F4 (Construction and Management),1
Journal of Japan Society of Civil Engineers Ser F6 (Safety Problem),1
Journal of JSEE,1
Journal of Korean Law,2
Journal of Labelled Compounds,1
Journal of Labelled Compounds and Radiopharmaceuticals,4
Journal of Laboratory Medicine,1
Journal of Laser Applications,1
Journal of late antiquity,9
Journal of Latin American Studies,2
Journal of Latin Linguistics,1
Journal of Law,8
Journal of Law and Administration,1
Journal of Law and Courts,3
Journal of Law and Emerging Technologies,1
Journal of Law and Political Economy,1
Journal of Law and Politics research,1
Journal of Law and Religion,5
Journal of Law Society and Development,1
Journal of Leadership Accountability and Ethics,1
Journal of Legal Affairs and Dispute Resolution in Engineering and Construction,1
Journal of Legal Anthropology,1
Journal of Legal Medicine,1
Journal of Legislative Studies,3
Journal of librarianship,1
Journal of Life Cycle Assessment Japan,2
Journal of literature and art studies,1
Journal of Magnetism and Magnetic Materials,5
Journal of Management and Financial Sciences,1
Journal of Management Control,2
Journal of Management & Governance,1
Journal of Management Studies,1
Journal of Manufacturing and Materials Processing,1
Journal of Manufacturing Technology Management,3
Journal of Materials Processing Technology,1
Journal of Materials Science,1
Journal of Mathematics Research,1
Journal of Maxillofacial Surgery,1
Journal of Media and Religion,1
Journal of Medical Biography,1
Journal of Medical Entomology,1
Journal of Medical Ethics,3
Journal of Medical Internet Research,1
Journal of Medical Systems,1
Journal of Medicinal Plants Research,1
Journal of Medieval and Early Modern Studies,3
Journal of Medieval History,39
Journal of Medieval Iberian Studies,11
Journal of Medieval Monastic Studies,4
Journal of Mediterranean Archaeology,1
Journal of Mental Science,3
Journal of Modern Italian Studies,3
Journal of Modern Physics,1
Journal of Modern Science,6
Journal of Molecular Catalysis A Chemical,3
Journal of Molecular Liquids,1
Journal of Molecular Structure,1
Journal of Molecular Structure THEOCHEM,1
Journal of Money Laundering Control,5
Journal of Musicology,1
Journal of Near Eastern Studies,3
Journal of Neural Transmission,13
Journal of Neurochemistry,1
Journal of Neurology,15
Journal of Neuroscience Research,1
Journal of Non-Crystalline Solids,3
Journal of Nuclear Materials,2
Journal of Nuclear Science and Technology,1
Journal of Occupational Health Psychology,1
Journal of Offender Rehabilitation,1
Journal of Open Humanities Data,1
Journal of Organometallic Chemistry,9
Journal of Ornithology,3
Journal of Orofacial Orthopedics-fortschritte Der Kieferorthopadie,1
Journal of Orthodox Canon Law,1
Journal of Participation and Employee Ownership,1
Journal of Peace Research,1
Journal of Penal Law and Criminology / Ceza Hukuku ve Kriminoloji Dergisi,5
Journal of Perinatal Medicine,1
Journal of Persianate Studies,1
Journal of Personality and Social Psychology,3
Journal of Pest Science,3
Journal of Petroleum Science and Engineering,1
Journal of Pharmaceutical Sciences,1
Journal of Phytopathology,6
Journal of Police and Criminal Psychology,1
Journal of Policy Modeling,1
Journal of Political Economy,1
Journal of Political Philosophy,1
Journal of Political Power,1
Journal of Politics and Law,3
Journal of Politics in Latin America,1
Journal of Polymer Science,4
Journal of Polymer Science Macromolecular Reviews,2
Journal of Polymer Science Part A-1 Polymer Chemistry,4
Journal of Polymer Science Part A General Papers,2
Journal of Polymer Science Part A Polymer Chemistry,2
Journal of Polymer Science Part B Polymer Physics,2
Journal of Polymer Science Part C Polymer Symposia,3
Journal of Polymer Science Polymer Chemistry Edition,2
Journal of Porous Materials,2
Journal of Power Sources,1
Journal of Private International Law,15
Journal of Professional Nursing,1
Journal of Psychiatric Research,1
Journal of Public Administration Finance and Law,1
Journal of Public Affairs Education,1
Journal of Public Economics,1
Journal of Public Policy,1
Journal of Purchasing and Materials Management,1
Journal of Quantitative Criminology,1
Journal of Quantitative Linguistics,1
Journal of Quaternary Science,2
Journal of Radioanalytical Chemistry,2
Journal of Raman Spectroscopy,1
Journal of Refugee Studies,2
Journal of Religious Ethics,1
Journal of Research on Adolescence,1
Journal of Retail & Leisure Property,1
Journal of Risk Research,1
Journal of Roman Archaeology,3
Journal of Romanian Studies,1
JOURNAL OF RURAL PLANNING ASSOCIATION,1
Journal of Rural Studies,1
Journal of Russian Law,4
Journal of Scandinavian Studies in Criminology and Crime Prevention,1
Journal of School Health,1
Journal of Science and Technology Policy Management,1
Journal of Science Humanities and Arts - JOSHA,1
Journal of Sensor Technology and Application,1
Journal of Siberian Federal University Humanities & Social Sciences,3
JOURNAL of SIBERIAN MEDICAL SCIENCES,1
Journal of Small Animal Practice,3
Journal of Social History,6
Journal of Social Issues,1
Journal of Social Philosophy,1
Journal of Social Science,2
Journal of South Asian Federation of Obstetrics and Gynaecology,1
Journal of Southeast Asian History,1
Journal of Southeast Asian Studies,1
Journal of Spanish Cultural Studies,1
Journal of Statistical Software,1
Journal of Structural and Construction Engineering (Transactions of AIJ),1
Journal of Synchrotron Radiation,1
Journal of Technology in Human Services,1
Journal of Textile Engineering,1
Journal of the American Academy of Religion,1
Journal of the American Dietetic Association,1
Journal of the American Institute of Criminal Law and Criminology,1
Journal of the American Musicological Society,1
Journal of the American Oil Chemists Society,12
Journal of the American Oriental Society,1
Journal of the Atomic Energy Society of Japan,2
Journal of the Australasian Universities Language and Literature Association,1
Journal of the British Academy,1
Journal of the City Planning Institute of Japan,1
Journal of the Economic and Social History of the Orient,3
Journal of The Electrochemical Society,1
Journal of the European Economic Association,1
Journal of the History of Biology,1
Journal of the History of Ideas,2
Journal of the History of International Law / Revue d’histoire du droit international,9
Journal of the History of Sexuality,2
Journal of the History of the Neurosciences,3
Journal of the Institute of Brewing,5
Journal of the Japanese Society of Intensive Care Medicine,1
Journal of the Japanese Society of Revegetation Technology,2
Journal of The Japan Institute of Electronics Packaging,1
Journal of the Japan Society for Precision Engineering,2
Journal of the Japan Society of Colour Material,8
Journal of the Japan Society of Engineering Geology,1
Journal of the Japan Society of Powder and Powder Metallurgy,1
JOURNAL OF THE JAPAN WELDING SOCIETY,2
Journal of the Knowledge Economy,1
Journal of the Less Common Metals,3
Journal of the Magnetics Society of Japan,1
Journal of the Meteorological Society of Japan Ser II,3
Journal of the North Atlantic,1
Journal of thermal analysis,3
Journal of the Royal Asiatic Society of Great Britain & Ireland,1
Journal of the Science of Food and Agriculture,3
Journal of the Society of Architectural Historians,6
Journal of the Society of Archivists,1
Journal of the Society of Chemical Industry,2
Journal of the Society of Dyers and Colourists,1
Journal of The Surface Finishing Society of Japan,1
Journal of the Textile Institute Transactions,3
JOURNAL OF THE UNIVERSITY OF LATVIA LAW,2
Journal of the World Aquaculture Society,1
Journal of Tikrit University for Humanities,2
Journal of Traumatic Stress,1
Journal of Veterans Studies,1
Journal of Veterinary Epidemiology,1
Journal of Veterinary Medicine Series A,4
Journal of Veterinary Medicine Series B,7
Journal of Vinyl and Additive Technology,1
Journal of Volcanology and Geothermal Research,1
Journal of Wildlife Management,1
Journal of Workplace Rights,1
Journal of World Business,1
Journal of World Popular Music,1
Journal of Youth and Adolescence,1
Journal of Zhejiang University SCIENCE B,1
Journal of Zoology,1
Journal on Chain and Network Science,1
Journal on Ethnopolitics and Minority Issues in Europe,1
Journal on Migration and Human Security,1
JuKiP - Ihr Fachmagazin für Gesundheits- und Kinderkrankenpflege,1
Jung Journal,1
Juntendō Igaku/Juntendo igaku,6
Juridical scientific and electronic journal,3
"Juridicum - Schriften zum Medien-, Informations- und Datenrecht",2
Jurisprudence,4
Jurisprudencija,3
Jurist-Diction,1
Juristische Examensklausuren,18
Jurnal Bina Mulia Hukum,1
Jurnal Ilmiah Administrasi Publik,1
Jurnal Ilmiah Kebijakan Hukum,1
Jurnal Komunikasi Hukum (JKH),1
Jurnal Manajemen dan Kewirausahaan,1
JurPC,1
Jus Cogens,3
Justice Quarterly,1
Justus Liebig s Annalen der Chemie,11
Juznoslovenski filolog,2
"Jyväskylä studies in education, psychology and social research",1
Kantian journal,3
Kantian Review,1
KAS African Law Study Library - Librairie Africaine d’Etudes Juridiques,1
Kavkaz-forum,1
Kazan medical journal,4
Keizaigakushi Gakkai nenpo/Keizaigakushi Gakkai nempō,1
Kentron,1
Keramische Zeitschrift,1
Kernos,1
Key engineering materials,1
Kinderanästhesie,2
King s Law Journal,3
Kirchliche Zeitgeschichte,2
Kirke og Kultur,1
Kirk-Othmer Encyclopedia of Chemical Technology,8
Kırıkkale Hukuk Mecmuası,2
KJ / Kritische Justiz,1
Kleio,1
Kliniktaschenbücher,2
Klinische Anästhesiologie und Intensvtherapie,4
Klinische Pädiatrie,1
Klinische Wochenschrift,174
Klio,15
Klio - Czasopismo Poświęcone Dziejom Polski i Powszechnym,1
Klostermann eBooks,1
Kluwer Academic Publishers eBooks,4
Knygotyra,1
Kochia,1
Kolloid-Beihefte,1
Kolloid-Zeitschrift & Zeitschrift für Polymere,2
Kölner Zeitschrift für Soziologie und Sozialpsychologie. Sonderheft,4
Kommunale Politik und Verwaltung,2
Konsthistorisk tidskrift/Journal of Art History,4
"Konstruktion im Maschinen-, Apparate- und Gerätebau",2
Konsumsoziologie und Massenkultur,1
Konteksty Społeczne,1
Korean Journal of Comparative Criminal Law,1
Korean Journal Of Criminology,1
Korean Journal of Human Ecology,1
Korean Journal of Leisure Recreation & Park,3
Korkut Ata Türkiyat Araştırmaları Dergisi,1
KörperKulturen,16
Kościół i Prawo,2
KözigazgatásTudomány,2
Kraêznavstvo,1
Krakowskie Studia Międzynarodowe,2
Krakowskie Studia z Historii  Państwa i Prawa,2
Krakowskie Studia z Historii Państwa i Prawa,15
Kriminalität in Literatur und Medien,2
Kriminologijos studijos,2
Kristall und Technik,2
Kronika,1
Krytyka Prawa,6
Kultura - Przemiany - Edukacja,1
Kulturen der Gesellschaft,30
Kultur und soziale Praxis,88
Kurasje,1
Kwartalnik Historii Nauki i Techniki,1
Kwartalnik Historyczny,3
Kwartalnik Prawa Międzynarodowego,2
Kwartalnik Prawo-Społeczeństwo-Ekonomia,1
Kyoto University economic review,1
KYUNGPOOK NATIONAL UNIVERSITY LAW JOURNAL,4
KZfSS Kölner Zeitschrift für Soziologie und Sozialpsychologie,10
La Découverte eBooks,1
Lampung Journal of International Law,1
Landscape architecture and art,2
Landscape History,2
Land Use Policy,1
Langenbeck s Archives of Surgery,53
Langenbecks Archiv für Chirurgie,27
Langmuir,1
Language,1
Language and Law=Linguagem e Direito,1
Language and Literature International Journal of Stylistics,1
Language & History,1
Language Problems & Language Planning,1
Language Resources and Evaluation,1
L Année sociologique,1
La Razón histórica: revista hispanoamericana de historia de las ideas políticas y sociales,1
Laser and Particle Beams,1
Laser & Optoelectronics Progress,1
Laser Technik Journal,1
Latin American Law Review,2
Latin American Legal Studies,2
Latin American Perspectives,1
Latin American Research Review,1
Law and Critique,5
Law and Economics Workshop,1
Law and Financial Markets Review,1
Law and History Review,21
Law and Method,3
Law and Philosophy,1
Law and philosophy library,23
Law and Safety,1
Law and visual jurisprudence,2
Law and World,4
Law Enforcement Review,2
Law Ethics and Philosophy,1
Law for professionals,2
"Law, governance and technology series",25
Law Innovation and Technology,1
Law Journal of the Higher School of Economics,11
Law & Literature,1
Law & Policy,2
Law Probability and Risk,1
Law Review,2
Law Review of Kyiv University of Law,1
Laws,3
Law & Social Inquiry,3
Law & Society Review,6
Lebensmittelchemie,1
Lecture notes in business information processing,1
Lecture notes in computer science,25
Lecture Notes in Education Psychology and Public Media,1
Lecture notes in energy,2
Lecture notes in mathematics,1
Lecture notes in mechanical engineering,3
Lecture notes in networks and systems,2
Lecture notes in physics,3
Lecture notes on data engineering and communications technologies,2
Legal Concept,1
Legal History Review,1
Legal Information Management,1
Legal Issues in the Digital Age,2
Legal Linguistics,1
Legal Novels,2
Legal position,2
Legal Science in China and Russia,1
Legal Studies,3
"Legal studies in international, european and comparative criminal law",20
LeGes/Gesetzgebung heute,1
Legisprudence,3
Legisprudence library,14
Leiden Journal of International Law,28
Le Point Sur. Psychologie,1
Les Annales de droit,1
Les Cahiers philosophiques de Strasbourg,1
Les Enjeux de l information et de la communication,1
Le Seuil eBooks,1
Letras Clássicas,1
Lettere al nuovo cimento della societa italiana di fisica/Lettere al nuovo cimento,1
Lettre,2
Leviathan,22
L Évolution Psychiatrique,1
Lexicographica - International Annual for Lexicography / Internationales Jahrbuch für Lexikographie,1
Lexis,1
Lex Portus,2
Lex Russica,4
Lex Social Revista de Derechos Sociales,3
Liberal Düşünce Dergisi,2
Library of ethics and applied philosophy,1
Librosdelacorte es,1
Libyan Studies,2
"LIDC contributions on antitrust law, intellectual property and unfair competion",1
Liebigs Annalen,3
Liebigs Annalen der Chemie,3
Lietuvos istorijos metraštis,1
Lindauer Texte,1
Linguistica Antverpiensia New Series – Themes in Translation Studies,2
LINGUISTICA SILESIANA,1
Linguistic Frontiers,1
Linguistik Online,1
LingVaria,1
List Forum für Wirtschafts- und Finanzpolitik,10
Liverpool Law Review,6
Living Reviews in European Governance,1
Local Environment,1
Łódzkie Studia Teologiczne,2
Logeion Filosofia da Informação,1
Logic and Logical Philosophy,1
"Logic, argumentation & reasoning",3
Logics,1
LOMONOSOV HISTORY JOURNAL,1
Lomonosov Journal of Philology,1
Lomonosov Law Journal,3
Lua Nova Revista de Cultura e Política,4
Lucentum,4
Luciérnaga-Comunicación,1
Luminescence,1
Lung,57
Lutheran quarterly,1
Maarav,3
Macedón Tudományos és Kulturális Közlemények,1
Macromolecular Chemistry and Physics,2
Macromolecular Materials and Engineering,3
Macromolecular Rapid Communications,1
Macromolecular Symposia,1
Macromolecules,2
Magallánica : revista de historia moderna,1
"Magic, ritual, and witchcraft",1
Mainake,2
Maison des Sciences de l’Homme d’Aquitaine eBooks,1
Makromolekulare Chemie Macromolecular Symposia,1
Malaria Journal,1
Malaysian Journal of Learning and Instruction,1
Man,1
Mana,1
Management & Avenir,1
Management for professionals,6
Managementforschung,3
Management-Forum,1
Management & Organizational History,2
Management-Reihe Corporate Social Responsibility,5
Management Research and Practice,1
management revue,1
Managerial and Decision Economics,1
Manchester University Press eBooks,13
Man crime and punishment,1
Maniculae,1
Mankind,1
Manuelle Medizin,2
Manufacturing Review,1
Manuscript,3
Manuscrits: Revista d'història moderna,1
MaRBLe,2
Marine Environmental Research,1
Marine Policy,7
Market Infrastructure,1
Marmara Üniversitesi Hukuk Fakültesi Hukuk Araştırmaları dergisi,22
Masaryk University Journal of Law and Technology,4
Mass Spectrometry Reviews,2
"Masters thesis, UCL (University College London).",1
MATEC Web of Conferences,6
Materialien Deutsch als Fremd- und Zweitsprache,1
Material Religion,1
Materials and Corrosion,15
Material Sciences,1
Materials & Design,1
Materials Research Bulletin,1
Materials Science and Engineering,1
Materials Science and Technology,1
Materials science forum,3
Materials Today Proceedings,2
MATERIALS TRANSACTIONS,1
Materialwissenschaft und Werkstofftechnik,12
Materiały Zachodniopomorskie,1
Matériaux et Constructions,1
Mathematical logic quarterly,1
Mathematical Proceedings of the Cambridge Philosophical Society,3
Mathematica Slovaca,1
Mathematische Annalen,3
Mathematische Nachrichten,2
Mathematische Semesterberichte,1
Mavi Atlas,2
"Max Planck Institute for Foreign and International Criminal Law, Max Planck Society eBooks",2
Max Planck Institute for Legal History and Legal Theory eBooks,1
Max-Planck-Institut für ausländisches und internationales Strafrecht eBooks,4
Max Weber Studies,2
MDPI eBooks,1
Measurement Techniques,7
