"id","issn_l","issn","display_name","type"
S4210227275,"1874-0081","[""1874-0081""]",Benjamins current topics,book series
S171056766,"0300-9432","[""0300-9432"", ""1878-318X""]",Forensic Science,journal
S4210226348,"0035-869X","[""0035-869X"", ""2051-2066""]",Journal of the Royal Asiatic Society of Great Britain & Ireland,journal
S4210210149,"1566-7650","[""1566-7650"", ""2215-1907""]",Argumentation library,book series
S4210167948,"0038-0288","[""0038-0288"", ""2336-128X""]",Czech Sociological Review,journal
S109603036,"1360-0869","[""1360-0869"", ""1364-6885""]",International Review of Law Computers & Technology,journal
S4210201324,"0014-2182","[""0014-2182"", ""1777-537X""]",Études rurales,journal
S4210174738,"1074-7540","[""1074-7540"", ""1875-8126""]","Advances in entrepreneurship, firm emergence, and growth",book series
S4210171846,"0342-8176","[""0342-8176"", ""2700-0311""]",PROKLA Zeitschrift für kritische Sozialwissenschaft,journal
S2764895717,"2281-5872","[""2281-5872"", ""2281-7565""]",Clinical and Translational Imaging,journal
S4210187767,"0521-9744","[""0521-9744"", ""1569-9668""]",Babel Revue internationale de la traduction / International Journal of Translation / Revista Internacional de Traducción,journal
S2736259308,"2044-3994","[""2044-3994"", ""2044-4001""]",International Data Privacy Law,journal
S12723432,"0378-7931","[""0378-7931"", ""2296-4096""]",Déviance et Société,journal
S127589907,"1468-795X","[""1468-795X"", ""1741-2897""]",Journal of Classical Sociology,journal
S124355644,"0017-8063","[""0017-8063""]",Harvard international law journal,journal
S4210209038,"0035-0893","[""0035-0893"", ""2295-9009""]",Revue Bénédictine,journal
S4210176348,"2053-4620","[""2053-4620"", ""2053-4639""]",Journal of Science and Technology Policy Management,journal
S4210190285,"0923-9545","[""0923-9545"", ""2215-1915""]",Contributions to phenomenology,book series
S2764647375,"0841-8209","[""0841-8209"", ""2056-4260""]",Canadian Journal of Law & Jurisprudence,journal
S2764679690,"0080-5459","[""0080-5459"", ""1945-9718""]",Franciscan studies,journal
S2738088727,"1549-4470","[""1549-4470"", ""1549-4489"", ""1549-4497""]",Aestimatio Sources and Studies in the History of Science,journal
S4210195017,"2364-4168","[""2364-4168"", ""2364-415X""]",International Journal of Data Science and Analytics,journal
S113957626,"0891-1916","[""0891-1916"", ""1558-0970""]",International Journal of Political Economy,journal
S200077084,"1520-3972","[""1520-3972"", ""1531-3298""]",Journal of Cold War Studies,journal
S146875840,"1802-5439","[""1802-5439"", ""1805-4927""]",Fottea,journal
S99133842,"0959-2296","[""0959-2296"", ""1557-301X""]",Diplomacy and Statecraft,journal
S163089634,"0829-3201","[""0829-3201"", ""1911-0227""]",Canadian Journal of Law and Society / Revue Canadienne Droit et Société,journal
S2764409345,"0171-5860","[""0171-5860"", ""2365-9858""]",Analyse & Kritik,journal
S4210208543,"0340-2649","[""0340-2649""]",Unfallchirurgie,journal
S125600143,"0048-7384","[""0048-7384"", ""1529-1502""]",Resources for American Literary Study,journal
S4210229280,"2365-7588","[""2365-7588"", ""2365-757X""]",The urban book series,book series
S179039853,"0033-4006","[""0033-4006"", ""1862-2569""]",Publizistik,journal
S8593340,"0018-2370","[""0018-2370"", ""1540-6563""]",Historian,journal
S128189301,"0014-3855","[""0014-3855"", ""1769-6674""]",L Évolution Psychiatrique,journal
S4306463040,,"[]",CNRS Éditions eBooks,ebook platform
S4210167672,"2196-7083","[""2196-7083"", ""2196-7075""]","CSR, sustainability, ethics & governance",book series
S4210238192,"0044-2887","[""0044-2887""]",Zeitschrift f\ ur Jagdwissenschaft,journal
S141229364,,"[]",Journal of Institutional and Theoretical Economics-zeitschrift Fur Die Gesamte Staatswissenschaft,journal
S54847137,"0340-0425","[""0340-0425"", ""1861-8588""]",Leviathan,journal
S4210196565,"2747-3007","[""2747-3007"", ""2703-1691""]",Sozialtheorie,book series
S150708946,"0963-7494","[""0963-7494"", ""1465-3974""]",Religion State & Society,journal
S185277049,"1745-6452","[""1745-6452"", ""1750-2071""]",Journal of Banking Regulation,journal
S34010420,"0896-6346","[""0896-6346"", ""1305-3299""]",New Perspectives on Turkey,journal
S57658676,"1366-4387","[""1366-4387"", ""1759-8443""]",Journal of Financial Management of Property and Construction,journal
S1004904615,"0048-7694","[""0048-7694"", ""1885-6675"", ""1989-0613""]",Revista de Estudios Políticos,journal
S72761507,"1043-4070","[""1043-4070"", ""1535-3605""]",Journal of the History of Sexuality,journal
S4306463105,,"[]",DEUTSCHE VERLAGS-ANSTALT eBooks,ebook platform
S62083070,"0890-5495","[""0890-5495"", ""1477-2663""]",Nineteenth Century Contexts,journal
S4306477637,,"[]",Peeters eBooks,ebook platform
S2764779358,"2158-379X","[""2158-379X"", ""2158-3803""]",Journal of Political Power,journal
S4210209665,"1600-910X","[""1600-910X"", ""2159-9149""]",Distinktion Journal of Social Theory,journal
S4210168282,"1389-6970","[""1389-6970"", ""2452-1612""]",Eco-efficiency in industry and science,book series
S156476036,"1479-2443","[""1479-2443"", ""1479-2451""]",Modern Intellectual History,journal
S10875568,"1757-9619","[""1757-9619"", ""1757-9627""]",Journal of Human Rights Practice,journal
S24470789,"1465-6493","[""1465-6493"", ""1468-2516""]",Perspektiven der Wirtschaftspolitik,journal
S72341252,"0034-9712","[""0034-9712"", ""1988-429X""]",Revista Internacional de Sociología,journal
S88457980,"1876-763X","[""1876-763X"", ""1756-0616""]","International journal of law, crime and justice",journal
S950333007,"0026-9301","[""0026-9301"", ""2366-1968""]",Monatsschrift für Kriminologie und Strafrechtsreform,journal
S19864348,"0947-8965","[""0947-8965"", ""1433-0415""]",Der Onkologe,journal
S165565590,"1568-0258","[""1568-0258"", ""1570-5854""]",Perspectives on European Politics and Society,journal
S2764730583,"0928-9801","[""0928-9801"", ""1875-8371""]",European Review of Private Law/Revue européenne de droit privé/Europäische Zeitschrift für Privatrecht,journal
S205589970,"0017-5994","[""0017-5994"", ""1433-0393""]",Der Gynäkologe,journal
S4306463088,,"[]",De Boeck Supérieur eBooks,ebook platform
S4210168370,"1948-9730","[""1948-9730"", ""1948-9749""]","Advances in information security, privacy, and ethics book series",book series
S25972796,"1943-4162","[""1943-4162"", ""1943-4170""]",Journal of Legal Affairs and Dispute Resolution in Engineering and Construction,journal
S19834704,"1060-9164","[""1060-9164"", ""1466-1802""]",Colonial Latin American Review,journal
S4210177794,"2327-5677","[""2327-5677"", ""2327-5685""]","Advances in finance, accounting, and economics book series",book series
S202711182,"0266-6286","[""0266-6286"", ""1943-2178""]",Word & Image,journal
S4210213795,"2542-4483","[""2542-4483"", ""2542-4491""]",Challenges and advances in computational chemistry and physics,book series
S4210225959,"2363-9466","[""2363-9466"", ""1613-5113""]",Advanced sciences and technologies for security applications,book series
S4210179740,"1548-6435","[""1548-6435"", ""1944-7035""]",Review of marketing research,book series
S4210236978,"2373-8871","[""2373-8871"", ""2373-8898""]",Journal of Cyber Policy,journal
S2753386633,"0043-5147","[""0043-5147"", ""2719-342X""]",Wiadomości Lekarskie,journal
S67147532,"0038-6073","[""0038-6073""]",Soziale Welt,journal
S53946526,"1744-5523","[""1744-5523"", ""1744-5531""]",International Journal of Law in Context,journal
S4210170699,"2730-5953","[""2730-5953"", ""2730-5961""]",AI and Ethics,journal
S2764717225,"0034-9690","[""0034-9690"", ""2329-4795""]",Revista Interamericana de Psicología/Interamerican Journal of Psychology,journal
S2764898922,"0029-022X","[""0029-022X"", ""1884-0442""]",NIPPON GOMU KYOKAISHI,journal
S56047584,"1871-9791","[""1871-9791"", ""1871-9805""]",Criminal Law and Philosophy,journal
S111447645,"0387-0200","[""0387-0200"", ""1349-6603""]",The Review of Laser Engineering,journal
S12354614,"0007-4810","[""0007-4810""]",Bulletin of Concerned Asian Scholars,journal
S157763648,"1609-9982","[""1609-9982"", ""2074-7705""]",Verbum et Ecclesia,journal
S14335163,"1868-1026","[""1868-1026"", ""1868-4874""]",Journal of Current Chinese Affairs,journal
S157569785,"0170-6233","[""0170-6233"", ""1522-2365""]",Berichte zur Wissenschaftsgeschichte,journal
S28277835,"0905-7196","[""0905-7196"", ""1600-0471""]",Arabian archaeology and epigraphy,journal
S4210209809,"0170-9925","[""0170-9925""]",Archives of Gynecology,journal
S83648035,"0343-4109","[""0343-4109"", ""2196-7024""]",Soziologische Revue,journal
S4210210779,"0268-117X","[""0268-117X"", ""2050-4616""]",The Seventeenth Century,journal
S4210176588,"1479-3679","[""1479-3679""]",International perspectives on education and society,book series
S144112324,"1743-2200","[""1743-2200"", ""1751-8342""]",Material Religion,journal
S3500396,"0951-8967","[""0951-8967"", ""1743-940X""]",Mediterranean Historical Review,journal
S5350475,"0264-8334","[""0264-8334"", ""1750-0176""]",Paragraph,journal
S20330309,"0723-5186","[""0723-5186"", ""2365-9920""]",Feministische Studien,journal
S4210199833,"0233-0962","[""0233-0962""]",Teubner-Archiv zur Mathematik,book series
S4210220656,"1568-2579","[""1568-2579"", ""2628-3301""]",Nonprofit and civil society studies,book series
S4210207314,"0870-5283","[""0870-5283"", ""2183-461X""]",Revista Portuguesa de Filosofia,journal
S2736728258,"1866-802X","[""1866-802X"", ""1868-4890""]",Journal of Politics in Latin America,journal
S2738560774,"2202-8005","[""2202-8005"", ""2202-7998""]",International Journal for Crime Justice and Social Democracy,journal
S75869895,"0039-3274","[""0039-3274"", ""1651-2308""]",Studia Neophilologica,journal
S16770927,"1868-1034","[""1868-1034"", ""1868-4882""]",Journal of Current Southeast Asian Affairs,journal
S4210197787,"0277-2833","[""0277-2833"", ""1875-7944""]",Research in the sociology of work,book series
S4306463802,,"[]",Presses universitaires du Septentrion eBooks,ebook platform
S4210169693,"0048-8402","[""0048-8402"", ""2057-4908""]",Italian Political Science Review/Rivista Italiana di Scienza Politica,journal
S2764447599,"0952-8059","[""0952-8059"", ""1572-8722""]",International Journal for the Semiotics of Law - Revue internationale de Sémiotique juridique,journal
S2764823390,"2050-0386","[""2050-0386"", ""2050-0394""]",Review of European Comparative & International Environmental Law,journal
S160173694,"1557-0274","[""1557-0274"", ""1931-7743""]",The Review of Faith & International Affairs,journal
S175526339,"1526-3819","[""1526-3819"", ""1536-0105""]",Grey Room,journal
S4210205328,"1436-3011","[""1436-3011"", ""2198-2775""]",HMD Praxis der Wirtschaftsinformatik,journal
S4210174736,"0340-1758","[""0340-1758"", ""1862-2534""]",Zeitschrift für Parlamentsfragen,journal
S4210198505,"1567-8008","[""1567-8008"", ""2351-955X""]","International library of ethics, law, and the new medicine/The international library of ethics, law, and the new medicine",book series
S21390370,"1027-4278","[""1027-4278""]",Urban Morphology,journal
S59789293,"0008-8080","[""0008-8080"", ""1534-0708""]",The Catholic historical review,journal
S4210222649,"1370-6209","[""1370-6209"", ""2732-5520""]",The Military Law and the Law of War Review,journal
S40476008,"1476-3419","[""1476-3419"", ""1476-3427""]",French Politics,journal
S2764382203,"2329-3284","[""2329-3284"", ""2329-3292""]",Open Journal of Business and Management,journal
S4210199257,"2577-8196","[""2577-8196""]",Engineering Reports,journal
S4210235211,"2512-1812","[""2512-1812"", ""2512-1839""]",Public administration and information technology,book series
S52149532,"0066-4774","[""0066-4774"", ""2056-8819""]",Antichthon,journal
S78048965,"0731-129X","[""0731-129X"", ""1937-5948""]",Criminal Justice Ethics,journal
S37034968,"1569-1829","[""1569-1829"", ""1875-0931""]",Journal on Chain and Network Science,journal
S107976061,,"[]",Sociologia,journal
S188882489,"0049-8661","[""0049-8661"", ""1865-9063""]",Zeitschrift für romanische Philologie (ZrP),journal
S4306463697,,"[]",Open Book Publishers,ebook platform
S65216291,"1478-0038","[""1478-0038"", ""1478-0046""]",Cultural and Social History,journal
S90339406,"1557-6272","[""1557-6272"", ""2040-4050""]",Evidence-Based Child Health A Cochrane Review Journal,journal
S4210176106,"2191-4761","[""2191-4761"", ""2191-477X""]",Journal of Management Control,journal
S141081643,"2032-5355","[""2032-5355""]",Journal of Innovation Economics & Management,journal
S4210174624,"1941-5966","[""1941-5966"", ""1941-5974""]",The London Edinburgh and Dublin Philosophical Magazine and Journal of Science,journal
S4210195735,"0034-8007","[""0034-8007"", ""2238-5177""]",Revista de Direito Administrativo,journal
S21591069,"0016-920X","[""0016-920X"", ""2169-3099""]",Gesta,journal
S4306463310,,"[]",Gallaudet University Press eBooks,ebook platform
S4210175026,"0152-7401","[""0152-7401"", ""1965-0620""]",Revue française d administration publique,journal
S45044709,"1093-4537","[""1093-4537"", ""1532-4273""]",International Journal of Organization Theory and Behavior,journal
S4210195121,"1041-2573","[""1041-2573"", ""1753-3074""]",Exemplaria,journal
S4210210193,"0021-4728","[""0021-4728"", ""2424-2675""]",Nihon Kikai Gakkaishi/Journal of the Japan Society of Mechanical Engineers,journal
S2739045422,"1727-3781","[""1727-3781""]",Potchefstroom Electronic Law Journal/Potchefstroomse Elektroniese Regsblad,journal
S4210173316,"0037-1033","[""0037-1033"", ""1349-4333""]",Orthopedics & Traumatology,journal
S4306463849,,"[]",R. Oldenbourg Verlag eBooks,ebook platform
S4210210684,"2211-2707","[""2211-2707"", ""2211-2723""]",Ethical economy,book series
S21836356,"1749-6977","[""1749-6977"", ""1749-6985""]",Intellectual History Review,journal
S118657254,"1875-4120","[""1875-4120""]",TDM,journal
S117342566,"0723-2977","[""0723-2977"", ""1865-8849""]",Arbitrium,journal
S4210221378,"0261-9288","[""0261-9288"", ""1744-0521""]",Immigrants & Minorities,journal
S4210240492,"2458-9489","[""2458-9489""]",Journal of Human Sciences,journal
S2898160451,"0185-1918","[""0185-1918"", ""2448-492X""]",Revista Mexicana de Ciencias Políticas y Sociales,journal
S2765043568,"1529-0824","[""1529-0824"", ""2158-074X""]",Journal of Dance Education,journal
S168697966,"1744-9359","[""1744-9359"", ""1744-9367""]",Management & Organizational History,journal
S1005771865,"0131-2227","[""0131-2227"", ""2782-4330""]",World Economy and International Relations,journal
S136064895,"1050-9585","[""1050-9585"", ""1740-4657""]",European Romantic Review,journal
S27502815,"1871-0131","[""1871-0131"", ""1871-014X""]",Asian Journal of Criminology,journal
S32100302,"0379-8682","[""0379-8682"", ""0718-3402""]",Revista de geografía Norte Grande,journal
S61075248,"1868-0054","[""1868-0054"", ""1439-9598""]",Nachrichten aus der Chemie,journal
S173948692,"0364-0094","[""0364-0094"", ""1475-4541""]",AJS Review The Journal of the Association for Jewish Studies,journal
S159217112,"0935-7335","[""0935-7335"", ""1437-1618""]",Ethik in der Medizin,journal
S4719625,"0928-9569","[""0928-9569"", ""1571-8174""]",European Journal of Crime Criminal Law and Criminal Justice,journal
S152567464,"1404-3858","[""1404-3858"", ""1651-2340""]",Journal of Scandinavian Studies in Criminology and Crime Prevention,journal
S2737540407,"2075-471X","[""2075-471X""]",Laws,journal
S4210172608,"2166-4072","[""2166-4072"", ""2164-9731""]",Ab imperio,journal
S4210170071,"0034-7434","[""0034-7434"", ""2463-0225""]",Revista Colombiana de Obstetricia y Ginecología,journal
S4210232703,"0867-0005","[""0867-0005"", ""2300-5238""]",Gospodarka Narodowa,journal
S118926362,"0755-7256","[""0755-7256"", ""1955-270X""]",Dialogues d histoire ancienne,journal
S945221102,"0003-9381","[""0003-9381"", ""2198-0489""]",Archiv für Reformationsgeschichte - Archive for Reformation History,journal
S2913123441,"0549-4974","[""0549-4974"", ""1884-2844""]",The Japanese Journal of Ergonomics,journal
S4210211287,"1673-274X","[""1673-274X""]",Bulletin of the Geological Society of China,journal
S4210196516,"2076-0787","[""2076-0787""]",Humanities,journal
S107893744,"1654-6369","[""1654-6369"", ""1654-4951""]",Ethics & Global Politics,journal
S203428546,"0957-8536","[""0957-8536"", ""1572-8617""]",Law and Critique,journal
S2764801524,"1855-9719","[""1855-9719"", ""2232-2647""]",Center for Educational Policy Studies Journal,journal
S85906241,"1071-7641","[""1071-7641"", ""1939-1668""]",Journal of Interior Design,journal
S4210217241,"0082-111X","[""0082-111X""]",Synthese historical library,book series
S2735957470,"2057-3170","[""2057-3170""]",Journal of Global Security Studies,journal
S4306478380,,"[]",Publications Office of the European Union eBooks,ebook platform
S2764397878,"2374-5118","[""2374-5118"", ""2374-5126""]",European Politics and Society,journal
S163559066,"2151-4364","[""2151-4364"", ""2151-4372""]",Humanity,journal
S77020770,"1548-1131","[""1548-1131"", ""1548-114X""]",International Journal of E-Business Research,journal
S4210198383,"2328-1316","[""2328-1316"", ""2328-1324""]",Advances in human and social aspects of technology book series,book series
S4210212533,"2330-2488","[""2330-2488"", ""2331-5024""]",Journal on Migration and Human Security,journal
S180332110,"1555-5879","[""1555-5879"", ""2194-6000""]",Review of Law & Economics,journal
S4210196913,"0010-180X","[""0010-180X"", ""1883-2199""]",Journal of the Japan Society of Colour Material,journal
S121855096,"0144-0357","[""0144-0357"", ""1743-9426""]",Prose Studies,journal
S4306463685,,"[]",Odile Jacob eBooks,ebook platform
S4210228917,"0368-4814","[""0368-4814"", ""2587-9359""]",Kazan medical journal,journal
S4306463160,,"[]",Éditions de la Sorbonne eBooks,ebook platform
S4210179813,"0037-9816","[""0037-9816"", ""1465-3907""]",Journal of the Society of Archivists,journal
S4210227099,"2625-7009","[""2625-7009"", ""2625-6991""]",RaumFragen: Stadt - Region - Landschaft,book series
S188131352,"0033-2984","[""0033-2984"", ""1873-7277""]",Psychologie Française,journal
S2214124,"0363-6941","[""0363-6941"", ""1945-662X""]",The Journal of English and Germanic Philology,journal
S95818940,"1614-0702","[""1614-0702"", ""1862-2607""]",Datenschutz und Datensicherheit - DuD,journal
S54775333,"0144-0365","[""0144-0365"", ""1744-0564""]",The Journal of Legal History,journal
S27308184,"0265-3788","[""0265-3788"", ""1759-8931""]",Transformation An International Journal of Holistic Mission Studies,journal
S4306463517,,"[]",Klostermann eBooks,ebook platform
S4210222728,"2265-4224","[""2265-4224""]",Manufacturing Review,journal
S4210213817,"0170-1401","[""0170-1401""]",Schriften des Zentralinstituts für Sozialwissenschaftliche Forschung der Freien Universität Berlin,book series
S77117680,"0016-8777","[""0016-8777"", ""1468-0483""]",German Life and Letters,journal
S147798434,"1615-1615","[""1615-1615"", ""1878-3228""]",Medical Laser Application,journal
S4210186265,"1555-8622","[""1555-8622"", ""1935-3987""]",Archaeologies,journal
S206176358,"0717-5906","[""0717-5906"", ""1726-569X""]",Acta bioethica,journal
S4210189141,"0038-5581","[""0038-5581""]",Soviet Mining Science,journal
S4210188296,"1011-0070","[""1011-0070"", ""1862-2585""]",Österreichische Zeitschrift für Soziologie,journal
S26113922,"0079-4236","[""0079-4236"", ""1745-8137""]",Post-Medieval Archaeology,journal
S4210174717,"2703-0024","[""2703-0024"", ""2703-0032""]",Kultur und soziale Praxis,book series
S4210203666,"1018-6441","[""1018-6441"", ""2305-0853""]",In die Skriflig/In Luce Verbi,journal
S2764464046,"1916-9698","[""1916-9698"", ""1916-9701""]",International Journal of Chemistry,journal
S2735206538,"1946-5319","[""1946-5319"", ""2161-7201""]",The Journal of Legal Analysis,journal
S2738140372,"1641-4381","[""1641-4381"", ""2391-677X""]",Zeszyty Teoretyczne Rachunkowości,journal
S2765008847,"2043-7897","[""2043-7897"", ""2326-9995""]",Global Discourse,journal
S4210169225,"0316-0041","[""0316-0041"", ""1492-1367""]",Criminologie,journal
S4210198291,"0303-9838","[""0303-9838"", ""2318-8235""]",Revista da Faculdade de Direito Universidade de São Paulo,journal
S4210173500,"1615-3014","[""1615-3014""]",Linguistik Online,journal
S98916771,"0047-2441","[""0047-2441"", ""1740-2379""]",Journal of European Studies,journal
S2764697442,"1479-1110","[""1479-1110"", ""1750-2098""]",Journal of Retail & Leisure Property,journal
S161526671,"1863-9038","[""1863-9038"", ""1612-3093""]",ERA Forum,journal
S2764848976,"1473-5970","[""1473-5970"", ""1757-8426""]",Journal of Corporate Law Studies,journal
S4210179664,"2699-2337","[""2699-2337""]",Journal of Family Research,journal
S4210169854,"0005-8912","[""0005-8912"", ""1613-7531""]",BHM Berg- und Hüttenmännische Monatshefte,journal
S4210206011,"1250-7334","[""1250-7334"", ""2295-9718""]",Antiquité Tardive,journal
S4210205317,"1874-5954","[""1874-5954""]",Organic chemistry,book series
S2764371065,"1715-3816","[""1715-3816""]",The innovation journal,journal
S4210208116,"1574-0439","[""1574-0439"", ""2628-8125""]",Contributions To Global Historical Archaeology/Contributions to global historical archaeology,book series
S2737130822,"2195-2248","[""2195-2248"", ""2195-4194""]",European Journal of Futures Research,journal
S2764727468,"2211-0046","[""2211-0046"", ""2211-2545""]",Tilburg Law Review,journal
S4210198382,"2326-8743","[""2326-8743"", ""2326-8751""]",Porn Studies,journal
S147527460,"0094-288X","[""0094-288X"", ""1876-3316""]",Russian History,journal
S4210173804,"2042-5643","[""2042-5643"", ""2042-5651""]",Patai's chemistry of functional groups,journal
S4210181953,"2523-3084","[""2523-3084"", ""2523-3092""]",Sustainable development goals series,book series
S4210227956,"0163-2396","[""0163-2396""]",Studies in symbolic interaction,book series
S2737712561,"1516-4179","[""1516-4179"", ""2316-9044""]",Revista de Direito Sanitário,journal
S204028789,"0334-701X","[""0334-701X"", ""1572-8579""]",Jewish History,journal
S4210182545,"0340-1650","[""0340-1650""]",WiSt - Wirtschaftswissenschaftliches Studium,journal
S4210171706,"0916-0647","[""0916-0647"", ""1348-284X"", ""2185-0593""]",Journal of the City Planning Institute of Japan,journal
S4210199554,"1496-9343","[""1496-9343"", ""1913-5416""]",Mouseion Journal of the Classical Association of Canada,journal
S978176373,"1130-3743","[""1130-3743"", ""2386-5660""]",Teoría de la Educación Revista Interuniversitaria,journal
S2738872911,"0121-5612","[""0121-5612"", ""1900-6004""]",Colombia Internacional,journal
S2764511969,"1927-5129","[""1927-5129""]",Journal of Basic & Applied Sciences,journal
S205798773,"1388-2627","[""1388-2627"", ""2399-2948""]",European Journal of Social Security,journal
S4210177493,"0415-6412","[""0415-6412"", ""1439-4359""]",Deutsche Zeitschrift für Akupunktur,journal
S4210180503,"0344-9327","[""0344-9327"", ""1614-631X""]",Journal für Betriebswirtschaft,journal
S34966862,"1757-9961","[""1757-9961"", ""1757-997X""]",Law Innovation and Technology,journal
S177893221,"0306-9400","[""0306-9400"", ""1943-0353""]",The Law Teacher,journal
S4210168614,"0214-8676","[""0214-8676"", ""2386-4702""]",DOXA Cuadernos de Filosofía del Derecho,journal
S4210176890,"0103-6831","[""0103-6831"", ""1984-932X""]",Estudos em Avaliação Educacional,journal
S115148799,"0912-0726","[""0912-0726"", ""1883-1923""]",Nosotchu,journal
S4306526673,,"[]",Revista de Economía Institucional,journal
S4210196933,"1865-2646","[""1865-2646"", ""1865-2654""]",Zeitschrift für Vergleichende Politikwissenschaft,journal
S201910397,"0026-4326","[""0026-4326"", ""1094-348X""]",Milton Quarterly,journal
S2764987464,"0484-6710","[""0484-6710"", ""1881-7718""]",Taiikugaku kenkyu (Japan Journal of Physical Education Health and Sport Sciences),journal
S208012136,"1406-0914","[""1406-0914"", ""1736-602X"", ""1736-7549"", ""1736-7611""]",Proceedings of the Estonian Academy of Sciences Biology Ecology,journal
S114942565,"1463-6204","[""1463-6204"", ""1469-9818""]",Journal of Spanish Cultural Studies,journal
S4210216228,"2191-5504","[""2191-5504"", ""2191-5512""]",SpringerBriefs in economics,book series
S110953784,"1073-0508","[""1073-0508"", ""1874-6292""]",International Journal of the Classical Tradition,journal
S85792242,"1477-9048","[""1477-9048"", ""1741-802X""]",International Journal of Business Governance and Ethics,journal
S2738416481,"1682-0363","[""1682-0363"", ""1819-3684""]",Bulletin of Siberian Medicine,journal
S139044821,"1755-0882","[""1755-0882"", ""1755-1722""]",Journal of International Political Theory,journal
S143621360,"0144-7394","[""0144-7394"", ""2047-8720""]",Teaching Public Administration,journal
S4210202567,"0507-7230","[""0507-7230"", ""2589-0581""]",VIERTELJAHRSSCHRIFT FÜR WISSENSCHAFTLICHE PÄDAGOGIK,journal
S4210238094,"1436-9966","[""1436-9966"", ""1521-3897""]",Journal für praktische Chemie,journal
S4210230597,"0309-0671","[""0309-0671"", ""2633-707X""]",International Law Reports,journal
S4210170460,"1875-0036","[""1875-0036"", ""1875-0044""]","The International library of ethics, law and technology",book series
S4210184727,"2352-1902","[""2352-1902"", ""2352-1910""]","Law, governance and technology series",book series
S4210170281,"0103-3352","[""0103-3352"", ""2178-4884""]",Revista Brasileira de Ciência Política,journal
S114794932,"0066-2399","[""0066-2399"", ""1969-6760""]",L Année sociologique,journal
S2596295431,"2504-0537","[""2504-0537""]",Frontiers in Research Metrics and Analytics,journal
S4210226591,"1453-1305","[""1453-1305"", ""1842-8088""]",Informatica Economica,journal
S1747522,"1613-7728","[""1613-7728"", ""1863-9119""]",Laser Technik Journal,journal
S4210176887,"0031-0387","[""0031-0387"", ""2272-7639""]",Pallas,journal
S99485778,"1422-6944","[""1422-6944"", ""1422-6960""]",Physics in Perspective,journal
S4210200922,"2326-9022","[""2326-9022"", ""2326-9030""]","Advances in educational marketing, administration, and leadership book series",book series
S4210180558,"2045-3817","[""2045-3817"", ""2045-3825""]",Global Constitutionalism,journal
S4210217657,"1613-9712","[""1613-9712"", ""2365-0745""]",Natural science in archaeology,book series
S2764736540,"1612-0663","[""1612-0663""]",CESifo DICE report,journal
S2764670738,"2220-9352","[""2220-9352"", ""2306-6784""]",Journal of Governance and Regulation,journal
S4210214722,"0750-8069","[""0750-8069"", ""1638-1580""]",Histoire Épistémologie Langage,journal
S2764359438,"0369-4585","[""0369-4585"", ""1884-5576""]",Nihon Kessho Gakkaishi,journal
S4210206211,"2268-3763","[""2268-3763"", ""2398-5682""]",Annales Histoire Sciences Sociales (English edition),journal
S4210199852,"1891-5914","[""1891-5914"", ""1891-5949""]",Nordic Studies in Education,journal
S185609448,"1614-1822","[""1614-1822"", ""1864-5410""]",Controlling & Management,journal
S33762944,"1534-8415","[""1534-8423"", ""1532-8415"", ""1534-8415""]",Journal of Media and Religion,journal
S4306463765,,"[]",Pontificia Universidad Católica del Perú,repository
S4210233143,"2475-6725","[""2475-6725""]",Security and Privacy,journal
S91213080,"1553-3832","[""1553-3832"", ""2194-6167""]",The Economists Voice,journal
S1000944648,"1137-0734","[""1137-0734"", ""1698-3246"", ""1988-3056""]",Historia y Comunicación Social,journal
S94967567,"1613-2548","[""1613-2548"", ""1613-2556""]",European Company and Financial Law Review,journal
S4210178946,"0044-2585","[""0044-2585"", ""1865-9748""]",Zeitschrift für die gesamte Versicherungswissenschaft,journal
S4210203279,"0004-9913","[""0004-9913""]",Australian Outlook,journal
S2764805623,"0018-7216","[""0018-7216"", ""1883-4086""]",Japanese Journal of Human Geography,journal
S143740575,"1553-3913","[""1553-3913"", ""8755-4178""]",Journal of Feminist Studies in Religion,journal
S4210189553,"0034-7639","[""0034-7639"", ""1697-2449"", ""1697-2457"", ""1989-0656""]",Revista de Administración Pública,journal
S4210177012,"1430-6387","[""1430-6387"", ""2366-2638""]",Zeitschrift für Politikwissenschaft,journal
S4210238523,"1385-0180","[""1385-0180"", ""2215-0064""]",Archimedes,book series
S112693977,"1365-7127","[""1365-7127"", ""1740-5572""]",The International Journal of Evidence & Proof,journal
S4210178067,"2666-2817","[""2666-2817"", ""2666-2825""]",Forensic Science International Digital Investigation,journal
S957043305,"1320-0968","[""1320-0968"", ""2204-0064""]",Australian Feminist Law Journal,journal
S4210195591,"1874-5857","[""1874-5857"", ""2452-0810""]",Handbook of the history of logic,book series
S4210169392,"0069-0058","[""0069-0058"", ""1925-0169""]",Canadian Yearbook of international Law/Annuaire canadien de droit international,journal
S186998008,"1478-8810","[""1478-8810"", ""1740-4649""]",Atlantic Studies,journal
S104241220,"0361-9486","[""0361-9486"", ""2328-0212""]",American Bar Foundation Research Journal,journal
S135059366,"1388-199X","[""1388-199X"", ""1571-8050""]",Journal of the History of International Law / Revue d’histoire du droit international,journal
S2764898092,"2295-5739","[""2295-5739""]",Linguistica Antverpiensia New Series – Themes in Translation Studies,journal
S4210212205,"2673-4524","[""2673-4524""]",Frontiers in Sustainability,journal
