"source_id","display_name","works_count","cited_by_count","law_and_de","source_type"
S170264915,Archaeologia Polona,455,375,1,journal
S170287832,Libri,2587,11764,6,journal
S170796909,Analytische Psychologie,1070,426,8,journal
S170801797,Noûs,2930,112190,1,journal
S170829481,International Journal of Education and Religion,88,280,1,journal
S1709330,Journal of Semitic Studies,5094,7748,1,journal
S171064435,Praehistorische Zeitschrift,1616,3697,5,journal
S171431767,Criminal Justice Matters,1660,4447,1,journal
S171819795,Frequenz,6004,9587,370,journal
S17185278,Public Policy and Administration,1555,16769,1,journal
S171911960,Development Genes and Evolution,5021,107551,11,journal
S171954068,European Competition Journal,483,2529,1,journal
S171987449,Zeitschrift für anorganische und allgemeine Chemie,26545,325669,1,journal
S172010551,Indo-Iranian Journal,3122,3027,1,journal
S172107878,California Law Review,9883,63260,15,journal
S17212635,The American criminal law review,211,1178,1,journal
S172153664,Immunotechnology,1276,4790,1,journal
S172573765,JAMA,262524,6281793,1,journal
S172914827,Interpretation A Journal of Bible and Theology,9897,7430,1,journal
S173069353,The Art Bulletin,12314,53276,4,journal
S173252385,British Journal of Sociology,6879,349662,1,journal
S173695690,Astronomische Nachrichten,56246,53573,10,journal
S1737980,Journal of Neural Transmission,7726,216205,3,journal
S174332447,Annals of Otology Rhinology & Laryngology,17950,337922,2,journal
S174347092,Der Hautarzt,5831,36133,9,journal
S1743546,Urban History,3661,8131,1,journal
S174543811,Kant-studien,360,334,16,journal
S174624592,"19th-Century Music",2052,9039,1,journal
S1747522,Laser Technik Journal,1268,3004,2,journal
S174840595,PPmP - Psychotherapie · Psychosomatik · Medizinische Psychologie,3863,17496,8,journal
S174911965,Archiv der Pharmazie,48833,111200,29,journal
S175110998,Development Southern Africa,2395,30735,1,journal
S175405714,European Journal of International Law,2576,57197,13,journal
S17551671,Australian Journal of Forensic Sciences,1934,9840,1,journal
S1757003,Ingénierie des systèmes d information,1964,3895,21,journal
S175700853,Commentarii Mathematici Helvetici,2869,74963,6,journal
S175814247,Journal of Neurology,19973,440106,21,journal
S175962947,Zeitschrift für Entwicklungspsychologie und Pädagogische Psychologie,658,5659,1,journal
S176007004,American Political Science Review,34358,697971,18,journal
S176024842,Rundbrief Der Gi-fachgruppe 5.10 Informationssystem-architekturen,460,393,1,journal
S176136234,Journal of Chromatography A,67083,2046150,1,journal
S176204532,BDJ,36133,219475,4,journal
S176347361,Language,13394,687596,5,journal
S176426166,Trollopian,182,85,2,journal
S176758022,Filozofija i drustvo,1053,865,3,journal
S176974017,The German Quarterly,9643,40991,16,journal
S177024006,Zeitschrift für Historische Forschung,404,544,6,journal
S177095789,Clinical Risk,1634,2654,2,journal
S177510550,Filtration + Separation,11339,11643,1,journal
S17762386,European Journal of Obstetrics & Gynecology and Reproductive Biology,17172,290506,1,journal
S177675236,Journal of Symbolic Logic,18445,144121,23,journal
S177708108,Review of Central and East European Law,836,1808,1,journal
S177770778,Annali di Matematica Pura ed Applicata (1923 -),5950,68327,2,journal
S178114898,Journal des savants,4122,5234,3,journal
S178502252,Der Nuklearmediziner,1138,606,11,journal
S178520001,Legal Ethics,526,1098,1,journal
S17866092,Zeitschrift für Ägyptische Sprache und Altertumskunde,3898,8825,16,journal
S179039853,Publizistik,3850,5842,57,journal
S179234039,History Reviews of New Books,10386,165368,1,journal
S179409916,Index on Censorship,8818,6253,1,journal
S17964695,Air and Space Law,2255,1373,2,journal
S179979277,International Economic Review,3465,212735,2,journal
S180061323,The Review of Economics and Statistics,7427,638846,1,journal
S180067919,Acta Psychologica,7129,198523,1,journal
S180173593,The Journal of Egyptian Archaeology,8251,46208,5,journal
S180263418,Journal of Visual Impairment & Blindness,12555,40826,2,journal
S18045734,Deutsche Entomologische Zeitschrift,5043,9748,57,journal
S180716411,Race & Class,2606,22286,1,journal
S180862878,Deutsche Vierteljahrsschrift für Literaturwissenschaft und Geistesgeschichte,2530,6704,13,journal
S181027741,The Journal of Interdisciplinary History,8451,150291,1,journal
S181098927,The Sociological Review,6969,131035,1,journal
S18118477,Biological Chemistry,5905,143006,1,journal
S181307943,Kritikon Litterarum,882,546,5,journal
S18155469,European Journal for Education Law and Policy,148,249,1,journal
S181618396,Israel Law Review,2137,8479,3,journal
S181847678,Helvetica Chimica Acta,26078,486647,1,journal
S18188872,Analytical and Bioanalytical Chemistry,28352,562541,70,journal
S182208834,Transportation Research,1366,22380,3,journal
S182255004,Log,647,292,21,journal
S182323184,Swiss Political Science Review,1282,14976,25,journal
S182554291,Medizinische Genetik,993,1565,26,journal
S182608259,Tijdschrift Voor Rechtsgeschiedenis-revue D Histoire Du Droit-the Legal History Review,41,7,6,journal
S182878189,Medical Microbiology and Immunology,8452,78141,13,journal
S182948766,Acta Haematologica,8160,90612,1,journal
S183135890,Ratio Juris,1307,14128,1,journal
S183160165,Gruppendynamik und Organisationsberatung,328,1099,2,journal
S183209598,Journal of Geochemical Exploration,5530,133853,1,journal
S183317260,Studies in environmental science,3013,14027,1,book series
S183330462,L Homme,6257,14159,5,journal
S183498172,Journal of the Franklin Institute,58494,682424,3,journal
S183534073,Exchange,1508,2972,1,journal
S183755156,Periodica Polytechnica Mechanical Engineering,1489,4172,2,journal
S183770981,Columbia Law Review,13438,97009,34,journal
S183902533,Edinburgh Law Review,1851,1774,24,journal
S184147796,Journal of Algebra,20529,315531,2,journal
S184189337,Hts Teologiese Studies-theological Studies,958,370,1,journal
S184222500,Swiss Surgery,351,1889,2,journal
S1844242,Der Zoologische Garten,351,656,4,journal
S18466612,Grundwasser,1092,3479,6,journal
S184720211,Extrapolation,1874,2639,1,journal
S184725536,Art Journal,7547,17464,1,journal
S184803288,Psychotherapy and Psychosomatics,4745,125370,3,journal
S184849641,Ethics,11328,119171,5,journal
S185004651,Flora,4098,64174,1,journal
S185026603,Scriptorium,3423,6822,2,journal
S185273143,Phlebologie,293,221,1,journal
S185286239,Archivaria,1150,5558,1,journal
S185534594,Biochemical Pharmacology,31791,1129593,1,journal
S185609448,Controlling & Management,1573,2928,26,journal
S185633919,Down Syndrome Research and Practice,542,6300,2,journal
S185756478,Zeitschrift für Wirtschaftsgeographie,821,2931,4,journal
S18585910,Western Folklore,4644,31629,1,journal
S186178718,Klinische Pädiatrie,5989,26675,1,journal
S186193465,Biomedical Engineering / Biomedizinische Technik,13256,29597,46,journal
S186589312,Behaviour Research and Therapy,8422,634812,1,journal
S186642465,Heidegger Studies / Heidegger Studien / Etudes Heideggeriennes,600,662,5,journal
S186893535,The American Journal of Philology,8344,107862,6,journal
S187013691,Journal of European Social Policy,1360,53464,1,journal
S187103194,Magazine of Concrete Research,4469,68321,1,journal
S187169112,Hispania,15454,58019,1,journal
S187383566,Journal of Consciousness Studies,1290,35055,1,journal
S187416585,Gefässchirurgie,2612,4378,7,journal
S187554063,Göttinger Miszellen,606,452,2,journal
S188076996,Archive for Mathematical Logic,1946,16955,7,journal
S188256362,Tempo Social,1013,8791,1,journal
S188326700,Geografiska Annaler Series A Physical Geography,2442,56661,1,journal
S188330659,Neophilologus,5429,7545,3,journal
S188336720,Accident Analysis & Prevention,9363,404066,3,journal
S188376447,Stahl und Eisen,224,382,2,journal
S188770946,Mycologia,20506,354821,1,journal
S188882489,Zeitschrift für romanische Philologie (ZrP),6904,4574,28,journal
S188931513,Journal of Church and State,7802,13081,3,journal
S189310978,Indiana law journal,3031,12066,1,journal
S189476316,Hermes,1369,3836,5,journal
S18964055,Pathobiology,5786,49176,2,journal
S189687603,Germanistik,1509,80,5,journal
S189728689,Development in Practice,2954,46396,1,journal
S189820690,Zeitschrift für Ostforschung/Zeitschrift für Ostmitteleuropa-Forschung,1787,1343,25,journal
S189911289,Die medizinische Welt,134,63,2,journal
S189922908,Zeitschrift für Gastroenterologie,26114,31015,22,journal
S189991385,Mikrochemie,1196,6667,4,journal
S190059358,Hegel-Studien Band 51,105,217,3,journal
S190171540,Austrian History Yearbook,3150,2472,25,journal
S190413008,South African Law Journal,1017,1960,2,journal
S190806635,Mitteilungen Des Kunsthistorischen Institutes in Florenz,145,102,7,journal
S191111145,Archives de Philosophie,1381,1132,8,journal
S191518060,Meteorologische Zeitschrift,1716,47968,1,journal
S191522244,Kerntechnik,3536,5130,9,journal
S191926063,Studia Theologica - Nordic Journal of Theology,934,2414,1,journal
S192217950,Mathematische Annalen,13738,341306,45,journal
S192274990,ILR Review,14975,299078,4,journal
S192423878,International Journal of Materials Research (formerly Zeitschrift fuer Metallkunde),13037,42880,27,journal
S192525298,Isis,22471,58386,1,journal
S192559872,Analytica Chimica Acta,44605,1336870,1,journal
S192712274,Antonie van Leeuwenhoek,7300,185592,3,journal
S192729060,Historical social research,1537,11555,7,journal
S193215455,German Journal of Sports Medicine,606,2191,8,journal
S193230027,China Information,2055,6722,4,journal
S193523036,Planta,16453,773600,5,journal
S193670502,Erziehungswissenschaft,800,1193,28,journal
S19370311,Geobios,4426,68640,1,journal
S193779622,Renaissance Quarterly,14923,14539,6,journal
S194005134,Berliner Journal für Soziologie,828,7128,15,journal
S194633539,Paedagogica Historica,2550,8562,1,journal
S194663980,Cornell law review/The Cornell law quarterly,2400,13580,2,journal
S194691280,Annalen der Physik,35362,327790,1,journal
S194702823,International Law FORUM du droit international,424,885,1,journal
S194794787,Frauenheilkunde up2date,1135,300,4,journal
S194945867,JONA The Journal of Nursing Administration,10100,90821,1,journal
S19509509,Journal of legal education,1581,5003,2,journal
S195149062,Rendiconti del Seminario Matematico della Università di Padova,2107,12348,1,journal
S195337790,Journal of Veterinary Medicine Series B,2348,38595,2,journal
S195651877,Lebensmittelchemie,2810,167,6,journal
S195663288,Monthly Notices of the Royal Astronomical Society,90362,2765050,3,journal
S195881585,Archiv für Geflügelkunde,1100,3681,2,journal
S195883663,Annalen der Philosophie und philosophischen Kritik,325,4298,11,journal
S195958752,Athenäum,380,1003,2,journal
S195995753,The Public interest/The public interest,370,4116,1,journal
S196369100,Revue philosophique de la France et de l étranger,1515,1295,2,journal
S196489185,African Studies Review,6185,63545,2,journal
S196655567,International Journal of Comparative Labour Law and Industrial Relations,1361,3854,1,journal
S196718495,King s Law Journal,799,2406,1,journal
S196823831,Mathematische Semesterberichte,585,1115,4,journal
S196895796,Cineforum,9364,327,2,journal
S197016887,Aktuelle Urologie,4468,6715,13,journal
S197191252,Journal of International Economic Law,1282,22433,1,journal
S197437610,The American Historical Review,133356,1602724,95,journal
S19746927,Business Law Review,4221,1167,9,journal
S19793444,Academic Medicine,25914,469296,1,journal
S198035802,Annales historiques de la Révolution française,5845,3933,3,journal
S1980519,The Astrophysical Journal,126097,5822581,1,journal
S198081529,Praxis Der Informationsverarbeitung Und Kommunikation,483,320,41,journal
S198211640,Acta Musicologica,1162,4318,2,journal
S198325475,Insurance Mathematics and Economics,5129,94107,12,journal
S198335345,Acta Oto-Laryngologica,20055,318264,9,journal
S198620474,Acta Neuropathologica,9783,538287,11,journal
S198620782,Synthesis philosophica,930,1118,5,journal
S19864348,Der Onkologe,4167,5443,21,journal
S198645039,Die Welt des Islams,3681,23695,18,journal
S198727964,Oncology,7393,150142,1,journal
S198731068,Central European History,4337,9206,5,journal
S198848756,RISKNEWS,294,171,4,journal
S199075998,Antike und Abendland,896,3032,17,journal
S199750970,Acta Ethnographica Hungarica,718,699,2,journal
S199832308,Human Genetics,12746,429066,2,journal
S200379605,Der Pneumologe,1141,952,3,journal
S200552348,Endo-Praxis,1185,304,4,journal
S200722243,Adelaide law review,342,651,1,journal
S20076162,Social Anthropology,3016,19048,1,journal
S201135062,Das Mittelalter,715,447,10,journal
S201224749,Geometriae Dedicata,4570,53174,2,journal
S201230245,PROTOPLASMA,10847,215089,3,journal
S20156614,Periodica Polytechnica Architecture,496,343,1,journal
S201711328,Transformation,946,5944,1,journal
S202109368,Saeculum,1878,4344,5,journal
S202153116,Bundesgesundheitsblatt,471,573,3,journal
S202177710,Zeitschrift für Gerontologie und Geriatrie,3407,23511,12,journal
S202200076,Monatsschrift Kinderheilkunde,6303,14063,9,journal
S202482741,German Studies Review,6509,66698,28,journal
S202705189,Holzforschung,6637,108293,1,journal
S202798957,Brazilian Oral Research,3311,42796,1,journal
S202848731,Journal of Historical Geography,5486,54000,1,journal
S203063166,Opera,156,360,1,journal
S203071428,Journal of Chinese Philosophy,3888,8300,1,journal
S203105838,Berkeley technology law journal,984,6957,1,journal
S203116125,Archivio storico italiano,597,375,1,journal
S203189348,European Journal of Mental Health,393,948,10,journal
S203378611,Church History,16837,25057,7,journal
S203465302,Pflügers Archiv - European Journal of Physiology,25446,600025,51,journal
S203572503,Publicationes Mathematicae Debrecen,4174,24825,6,journal
S203731397,Gnomon-kritische Zeitschrift Fur Die Gesamte Klassische Altertumswissenschaft,83,33,3,journal
S204145469,Augustinianum,4378,7516,6,journal
S204268691,psychoneuro,1233,767,2,journal
S2042836,Intertax,5609,4351,29,journal
S204308127,Ophthalmologica,15248,92583,45,journal
S204358660,Der Staat,846,1928,405,journal
S204374153,Philosophy and Phenomenological Research,8267,222859,5,journal
S204648954,osteuropa,992,287,20,journal
S20475639,Journal of European Competition Law & Practice,1331,2849,1,journal
S205108502,Erde,41,272,1,journal
S205145379,European Journal of Applied Physiology,8524,291843,7,journal
S205266082,Organisationsberatung Supervision Coaching,1260,2465,3,journal
S205279741,The Notre Dame law review,3050,7108,1,journal
S205284143,The Historical Journal,4696,47727,1,journal
S20542293,Bijdragen tot de taal- land- en volkenkunde / Journal of the Humanities and Social Sciences of Southeast Asia,4991,11974,4,journal
S205589970,Der Gynäkologe,4452,5314,60,journal
S205749764,Notfall + Rettungsmedizin,3195,10966,16,journal
S205798773,European Journal of Social Security,831,3348,4,journal
S205866209,International Archives of Allergy and Immunology,12500,240676,1,journal
S206007305,Economic Systems,1190,23843,1,journal
S206630335,The American Journal of Psychology,12565,610891,6,journal
S20675626,Photogrammetria,2086,4967,5,journal
S206769501,American Catholic Philosophical Quarterly,1786,5912,1,journal
S20677110,Folia Phoniatrica et Logopaedica,3275,38575,2,journal
S206786067,Zeitschrift Fur Naturforschung Section A-a Journal of Physical Sciences,508,585,2,journal
S206808405,Social & Legal Studies,1723,19550,2,journal
S20683218,The International Journal of Marine and Coastal Law,1475,8522,1,journal
S206866588,The Cambridge Law Journal,9300,18106,14,journal
S20704927,Geographische Zeitschrift,379,1575,3,journal
S207059644,Zeitschrift der Deutschen Gesellschaft für Geowissenschaften,747,4503,2,journal
