"citing_keyword","item_cnt"
"{""Criminal Law"",""Human Rights Violations"",""Youth Offenders""}",1
"{""Criminal Law"",""International Criminal Law"",""International Humanitarian Law"",""Judicial Cooperation"",""Transnational Legal Pluralism""}",1
"{""Criminal Law"",""Judicial Cooperation"",""Legal Ethics"",""Legal Reforms"",""Legal Systems""}",1
"{""Criminal Law"",""Legal Ethics"",""Legal Reforms"",""Legal Systems"",""Surveillance Law""}",1
"{""Criminal Law"",""Legal Methodology""}",1
"{""Criminal Law"",""Security Measures""}",1
"{""Criminal Law"",""Surveillance Law"",""Terrorism Legislation""}",1
"{""Criminal Law"",Victimology}",1
"{""Criminal Poisoning""}",1
"{""Criminal procedure"",""Entitlement (fair division)"",Injustice,""Legal Education"",""Representation (politics)"",""Right to counsel""}",1
"{""Criminal procedure"",""International Criminal Law""}",1
"{""Criminal procedure"",Interrogation,""Responsibility to Protect"",Torture}",1
"{""Criminal responsibility"",Officer,Policing}",1
"{""Crisis Management"",""Digital Governance"",""European Law"",Governance,""Public Administration""}",1
"{""Critical appraisal"",Excellence,""Health Service Evaluation"",""Health Technology Assessment"",""Health technology"",Nice}",1
"{""Critical security studies"",""Critical theory"",Manifesto,""Security Studies""}",1
"{Criticism,Literaturkritik}",1
{Critique},1
"{Critique,""Democratic Crisis"",""Environmental Sustainability"",""Global Capitalism"",""Social Inequality""}",1
"{Critique,""Environmental Sustainability"",""Global Capitalism"",Neo-liberalism,""Social Inequality""}",1
"{Croatian,""Gender Mainstreaming"",Mediatization,""Sexual violence""}",1
"{""Crop Residue""}",1
"{""Cross-Border Litigation""}",1
"{""Cross-Border Litigation"",""International Law"",""Jurisdiction Agreements"",""Transnational Corporations"",""Universal jurisdiction""}",1
"{""Cross-Border Litigation"",Intersectionality}",1
"{Cross-cultural,""Cultural Influences on Negotiation"",""Emotions in Negotiations"",""Gender Differences in Negotiation"",Negotiation,""Trust in Negotiations""}",1
"{""Cross-Cultural Communication"",""Interactional Linguistics"",""Linguistic Strategies"",""Multimodal Communication"",Pragmatics}",1
"{""Cross-Cultural Management"",""Environmental Management"",""Human Resource Management"",""Institutional Context"",""Organizational Effectiveness""}",1
"{Cult,Esotericism,Occultism,Witch}",1
"{Cult,""Heap (data structure)"",""Post-Socialist Urbanism""}",1
"{""Cultural Consumption"",""Foundation (evidence)"",""George (robot)"",Peasant}",1
"{""Cultural Diplomacy"",""Journalism Culture"",Mediatization}",1
"{""Cultural Discourses""}",1
"{""Cultural Evolution"",""Evolutionary Games"",""Evolutionary theory"",""Group Selection""}",1
"{""Cultural history"",""Social History"",""Social knowledge"",""Sociology of knowledge""}",1
"{""Cultural Imperialism"",Globalization}",1
"{""Cultural Influences on Negotiation"",Debiasing,""Emotions in Negotiations"",Mediation,""Plea Bargaining"",""Settlement (finance)"",""Trust in Negotiations""}",1
"{""Cultural Landscapes""}",1
"{""Cultural Learning""}",1
"{""Cultural property"",""Cultural Sustainability""}",1
"{""Cultural Psychology""}",1
"{""Cultural relativism"",Ethos,Globe,Humanitarianism,""Linguistic rights""}",1
"{""Cultural relativism"",""International Humanitarian Law"",""Transnational Legal Pluralism""}",1
"{""Cultural relativism"",Multiculturalism}",1
"{""Cultural rights"",Declaration,""Linguistic rights"",Realisation,""Reservation of rights"",""Rights-Based Approach"",""Rights of Nature"",""Social rights""}",1
"{""Cultural rights"",""Legal doctrine"",""Linguistic rights"",""Rights-Based Approach"",""Right to health""}",1
"{""Cultural rights"",Obligation,""Rights-Based Approach"",Seriousness,""Social rights""}",1
"{""Cultural Studies"",Gender,Sexuality,""Social History""}",1
"{""Cumulative prospect theory"",Decision-making,""Discrete Choice Models"",""Empirical research"",Heuristic,Ignorance,""Preference Elicitation"",""Stated Preference Methods""}",1
"{""Currency Crises"",""Financial Liberalization"",""Sovereign Debt Crises""}",1
"{""Customary international law"",""Cyber Warfare""}",1
"{""Customary international law"",""Environmental Law"",""Global Environmental Constitutionalism"",""International Humanitarian Law"",""International Law"",""Transnational Legal Pluralism""}",1
"{""Customary international law"",""International community"",""International Criminal Law"",Obligation,""Universal jurisdiction""}",1
"{""Customary international law"",""International Humanitarian Law"",""State responsibility""}",1
"{""Customary international law"",""International Humanitarian Law"",Torture}",1
"{""Customary international law"",""International Law"",""International legal system""}",1
"{""Customary international law"",""International Law"",""Relevance (law)"",Vitality}",1
"{""Customary international law"",""International Law"",""Universal jurisdiction""}",1
"{""Customary international law"",""Jurisdiction Agreements""}",1
"{""Customary international law"",""Norms of Protection""}",1
"{""Customary international law"",""Resilience (materials science)"",""Resilience Governance""}",1
"{""Customary international law"",Subaltern,""Transnational Legal Pluralism""}",1
"{""Customer Relationship Management"",""Investment Decisions"",""Network Organization Management"",""Supply Chain Controlling""}",1
"{Cybercrime,""International Law""}",1
"{""Cyber Security"",Cyberwarfare,""Cyber Warfare"",""International Law"",""International Space Law"",""Internet Governance""}",1
"{Cyberwarfare,""Electronic warfare"",""Information Operations"",""Information Warfare"",""Military doctrine"",""Network-centric warfare""}",1
"{Cyborg,Manifesto}",1
"{Cynicism,""Ethical Codes"",""Ethics of Courtroom Imagery"",""Legal Methodology"",""Presentation (obstetrics)""}",1
"{""Data Privacy"",""Data Protection"",""Digital Rights"",""Privacy Concerns"",""Privacy Regulations""}",1
"{""Data Privacy"",Endowment,""Endowment effect"",""Privacy Concerns"",""Private information retrieval"",""Value (mathematics)""}",1
"{""Data Protection"",""Digital Governance"",""Digital Rights"",Governance,""Privacy Regulations""}",1
"{""Data Protection"",""Digital Sovereignty"",Governance,""Internet Governance""}",1
"{""Dead body"",""Prevention Strategies""}",1
"{""Debt crisis"",""European debt crisis"",""European Stability Mechanism""}",1
"{""Debt crisis"",""European debt crisis"",""European Stability Mechanism"",Judgement,""Member state""}",1
"{""Debt restructuring"",Restructuring,""Sovereign Debt Crises"",""Sovereign Debt""}",1
"{""Decision maker"",Decision-making,Lottery,""Preference Elicitation"",""Subjective expected utility"",""Utility theory""}",1
"{Decision-making,""Decision theory"",""Global Risks"",""Machine Learning"",""Risk Management""}",1
"{Decision-making,""Discrete Choice Models"",""Preference Elicitation"",""Stated Preference Methods""}",1
"{Decision-making,""Economic Experiments"",Reputation,""Social Preferences""}",1
"{Decision-making,Heuristic,Heuristics,""Liberian dollar"",Odds,""Prediction Accuracy"",""Value (mathematics)""}",1
"{Decision-making,""Judicial Efficiency""}",1
"{Decision-making,""Prospect Theory"",""Uncertain Data""}",1
"{Decision-making,""Risk Perception""}",1
"{Decision-making,Rowan}",1
"{Declaration,Essentialism,""Performative utterance"",Whiteness}",1
"{Declaration,""European Arrest Warrant""}",1
"{Declaration,""Fundamental Rights""}",1
"{Declaration,Gender,""Linguistic rights"",Preamble}",1
"{Declaration,""General assembly"",Landmark,Milestone,""Space Diplomacy""}",1
"{Declaration,""General assembly"",""United Nations""}",1
"{Declaration,""Human Rights"",""Proportionality (law)""}",1
"{Declaration,""Land Tenure"",Peasant,""Property Rights"",""Social rights""}",1
"{Decompensation,""Economic shortage"",""Kidney Transplantation"",""Liver Cirrhosis"",""Liver disease"",""Liver Transplantation"",""Living Donor Liver Transplantation""}",1
"{""Deconstruction (building)"",Essentialism,""Feminist Legal Theory"",""Feminist theory""}",1
"{Deed,Formality,""Legal History"",Probate,Settlor,""Testamentary trust""}",1
"{Deed,Morality,""Punishment (psychology)""}",1
"{""Deep Learning for EEG"",""EEG Analysis"",""Epilepsia partialis continua"",""Epilepsy Detection"",Epilepsy,Etiology,""Status Epilepticus""}",1
"{""Deep Learning for EEG"",""EEG Analysis"",""Epilepsy Detection"",""Stimulus (psychology)""}",1
"{""De facto"",""Legal Harmonization"",""Same sex""}",1
{Defamation},1
"{Delegation,""European community"",""European Integration"",Harmonization}",1
"{Delegation,Governance,""Level playing field""}",1
"{Deliberation,""Deliberative Democracy"",""Democratic theory"",""Political Participation"",""Public consultation"",Trilemma,Vision}",1
"{Deliberation,""Democratic Theory"",""Liberal democracy"",Miller,""Political Dynamics"",""Public reason""}",1
"{""Deliberative democracy"",""Democratic Theory""}",1
"{""Deliberative Democracy"",""Democratic Theory"",Surrender}",1
"{Delict,""Empirical legal studies"",""Fiduciary Duty"",""Legal positivism"",""Unjust enrichment""}",1
"{Delinquency,""Longitudinal study""}",1
"{""Demand Forecasting""}",1
"{""Demand-side Policies"",Reimbursement}",1
"{Democracy,""democratic deficit"",""Democratic legitimacy"",""normative power""}",1
"{Democracy,""Democratic deficit"",""EU Integration"",""European Integration"",""Political Dynamics""}",1
"{Democracy,""Democratic legitimacy"",Mandate}",1
"{Democracy,Dictatorship,""Independence (probability theory)"",""Judicial independence""}",1
"{Democracy,Discipline,""Independence (probability theory)"",""Judicial independence"",Slovak}",1
"{Democracy,""Entitlement (fair division)"",""Social contract"",Sympathy}",1
"{Democracy,""House of Commons"",""Virtual representation""}",1
"{Democracy,""Legal Cultures""}",1
"{Democracy,""Representation (politics)""}",1
"{""democratic deficit"",""Political Dynamics"",Polity}",1
"{""democratic deficit"",""Social economy""}",1
"{""Democratic Theory"",""Distributive Justice"",""Global Justice"",""Human Rights"",Multiculturalism}",1
"{""Democratic Theory"",Dominion,""Emphasis (telecommunications)""}",1
"{""Democratic Theory"",""Entitlement (fair division)"",""International Law"",Obligation}",1
"{""Democratic Theory"",""Political Dynamics"",Polity,""Social contract""}",1
"{""Democratic Theory"",""Representative democracy"",""Value (mathematics)""}",1
"{""Demographic Projections"",""Life Expectancy"",""Population Ageing""}",1
"{""Demographic Transition""}",1
"{Denial,Disadvantage,Exaggeration,""Gender Mainstreaming""}",1
"{Denial,Gender,Sexting,""Sex Work""}",1
"{Denial,""Human security"",""International security"",Pandemic,Securitization,""Security dilemma""}",1
"{Deportation,""drug use"",Imprisonment,Presumption,""Presumption of innocence"",Repeal}",1
"{Deportation,Immigration}",1
"{""Deposition (geology)"",""Genetically modified maize"",""Monarch butterfly"",""Transgenic crops""}",1
"{Derecho,""European Private Law""}",1
"{Derecho,""Family Law"",Inheritance}",1
"{Deregulation,""Economic transformation"",""Worker Participation""}",1
"{Deregulation,""Financial Regulation"",""Regulatory Cooperation"",""Regulatory Governance"",""Regulatory reform"",""Risk-Based Regulation"",Self-Regulation}",1
"{""Derivative (finance)"",Enforcement,""Transaction Cost Theory""}",1
"{""Destiny (ISS module)"",""Rights-Based Approach""}",1
"{""Deterrence (psychology)"",""Deterrence theory"",Regulations}",1
"{""Deterrence (psychology)"",Enforcement,""Language change""}",1
"{Development,""Development Policies""}",1
"{Development,""Objectivity (philosophy)""}",1
"{""Development Policies""}",1
"{""Development Policies"",""Ecological Economics"",""Economic Growth"",Governance,""Uneven and Combined Development""}",1
"{Deviance,""Societal Reaction""}",1
"{""Deviance (statistics)"",Marxism}",1
"{Dialectic,Nationalism,Secularization}",1
"{Dictator,""Dictator game"",Endowment,""Experimental economics"",""Inequity aversion"",""Prospect Theory"",""Risk Aversion"",""Ultimatum game""}",1
"{""Dictator game"",Instinct,""Reciprocity (cultural anthropology)"",Surprise,Trust}",1
"{""Dictator game"",""Norm of reciprocity"",""Punishment (psychology)"",Reciprocity,""Social preferences"",""Strong reciprocity"",Trust}",1
"{Dictatorship,""Nazi Propaganda"",""Opposition (politics)""}",1
"{""Digital Divide"",""Digital Labor Platforms"",Internet}",1
"{""Digital Divide"",""Media Use"",""Networked Individualism"",""Social Media""}",1
"{""Digital Governance""}",1
"{""Digital Governance"",Digitalization,Governance,Participation,""Public Administration""}",1
"{""Digital Governance"",""Direct Democracy"",Governance,""Human Rights"",Participation}",1
"{""Digital Governance"",""Direct Democracy"",Governance,Participation,""Public Administration""}",1
"{""Digital Governance"",""European Law"",""Human Rights"",""Regulatory Agencies""}",1
"{""Digital Governance"",Governance,""Legal Methodology"",""Psychiatric Evaluation"",""Public Administration""}",1
"{""Digital Governance"",""Healthcare Law"",""Informed Consent"",""Legal Methodology"",Privacy}",1
"{""Digital Governance"",""Legal Methodology""}",1
"{Digitalization,""Direct Democracy"",Governance,Participation,""Policy Change""}",1
"{""Digital Labor Platforms"",""Labor Market Transformation""}",1
"{""Digital Labor Platforms"",Oppression}",1
"{""Digital Literacy""}",1
"{""Digital Markets Act"",""EU Competition Law"",""European Company Law"",""Regulatory Framework"",""Unfair Trading Practices""}",1
"{""Digital Rights"",Ethics,""Robotics Liability"",Technology}",1
"{""Digital Rights"",""European Law"",""Healthcare Law"",""Human Rights"",""Migration Law""}",1
"{""Digital Rights"",""Legal Methodology""}",1
"{""Digital Sovereignty"",""Global commons"",""Internet governance"",Presumption}",1
"{""Digital Sovereignty"",""Independence (probability theory)"",Realm}",1
"{""Digital Sovereignty"",""Internet governance"",""Nation branding"",""Opposition (politics)""}",1
"{""Digital Sovereignty"",""Internet Governance"",""Openness to experience"",Prosperity}",1
"{""Digital Sovereignty"",""Value (mathematics)""}",1
"{Dignity,""Dominance (genetics)"",Equality,Individuation,Mainstream,""Same sex""}",1
"{Dignity,Hatred}",1
"{Dignity,""International Criminal Law"",""International Law"",Mandate}",1
"{Dignity,NGOs}",1
"{Diligence,""Due diligence"",""Duty to protect"",""Responsibility to Protect""}",1
"{Diplomacy,""European Integration"",""Political Dynamics""}",1
"{Diplomacy,""Global Governance"",Globalization,""International Institutions"",""International Law""}",1
"{Diplomacy,""Global Governance"",""International Law"",""Transnational Legal Pluralism"",Treaties}",1
"{Diplomacy,""Human Rights"",""Policy Making"",Refugees,Treaties}",1
"{Diplomacy,""International Criminal Law"",""International Humanitarian Law"",""International Law"",""Transnational Legal Pluralism""}",1
"{Diplomacy,""Policy Making"",Treaties}",1
"{Diplomacy,""State Sovereignty""}",1
"{Diplomacy,Treaties}",1
"{""Direct Democracy""}",1
"{""Direct Democracy"",Governance}",1
"{""Direct Democracy"",Participation}",1
"{Directive,Equality,""Independence (probability theory)"",Sexing}",1
"{Directive,""EU Competition Law"",Europeanisation,""European Private Law"",Modalities,""Scope (computer science)""}",1
"{Directive,""European Company Law"",Harmonization,Prospectus,""Regulatory competition"",""Regulatory reform""}",1
"{Directive,""European Private Law"",Harmonization,""Member state""}",1
"{""Directive 2013/34/EU""}",1
"{Disadvantaged,""Social Exclusion""}",1
"{Disarmament,""Norms of Protection""}",1
"{Discipline,""Global Capitalism"",Globalization,""Market discipline"",""Neoliberalism (international relations)""}",1
"{""Discourse Analysis"",""Gender Studies"",Intersectionality,""Social and Emotional Learning""}",1
"{""Discourse Analysis"",""Historical Phonology"",Lexicography}",1
"{""Discourse Study"",""Narrative Analysis"",Pragmatics}",1
"{""Discrete Choice Models"",Lottery,""Mixed Logit Models"",""Robustness (evolution)"",""Sample (material)"",""Subjective expected utility""}",1
"{Discrimination,Epithet}",1
"{Dissent,Norms}",1
"{""Distributive Justice"",Equality,""Global Justice"",Multiculturalism,""Rawlsian Justice""}",1
"{""Distributive Justice"",""Global justice""}",1
"{""Distributive Justice"",""Redistribution (election)""}",1
"{Distrust,Globalization,""Great power"",""Position (finance)""}",1
"{""Divergence (linguistics)"",""Empirical research"",Governance,""normative power"",Norms,""Opposition (politics)"",""Section (typography)""}",1
"{""Divergence (linguistics)"",""Exchange Rate Regimes""}",1
"{""Divergence (linguistics)"",""House of Representatives"",Immigration,""Immigration reform""}",1
"{""Dividend Policy""}",1
"{""Dividend Policy"",""Shareholder value"",""Stock (firearms)""}",1
"{""Domestic market"",Enforcement,""European Stability Mechanism"",Harmonization,Norms,Regulations}",1
"{""Dominance (genetics)"",""Feminization (sociology)"",""Military Masculinity"",""Sexual violence""}",1
"{""Dominance (genetics)"",Globalization,Globe,Resizing}",1
"{""Dominance (genetics)"",Immortality,Nothing,Philosophy,Soul}",1
"{""Dominance (genetics)"",""International Law""}",1
"{""Dominance (genetics)"",Prosperity,""Social order"",Trust}",1
"{""Donor Risk Index"",Immunosuppression,""Liver cancer"",""Liver Transplantation"",""Living Donor Liver Transplantation"",Prednisolone,Transplantation}",1
"{""Double standard"",""Judicial Independence""}",1
"{Download,""Gender Identity"",Icon}",1
"{Download,""Government Policies"",Icon,""Online search""}",1
"{Download,Icon,""Medieval Literature""}",1
"{Download,Icon,""Online Harassment"",""Search engine optimization""}",1
"{Download,Login,Parenting,Psychopathology}",1
"{Download,""Political Philosophy""}",1
"{Download,Taxation}",1
"{Download,Theology}",1
"{""Doxastic logic"",""Epistemic Intuitions"",""Philosophy of language""}",1
"{Dozen,""International Criminal Law"",""International Law"",""Transnational Legal Pluralism""}",1
"{Drone,Essentialism,Militarization}",1
"{Drone,""Insurgency Paradigm""}",1
"{""Dual federalism"",""Legal Consciousness""}",1
"{""Due diligence"",""Global commons"",""High Seas Governance"",""Marine conservation"",Obligation}",1
"{""Due diligence"",""Regulatory Governance""}",1
"{""Early Modern Europe""}",1
"{""Early Republic"",""Reform movement""}",1
"{Easement,""Possession (linguistics)"",""Presidential prerogative""}",1
"{""East German Memory"",Emigration}",1
"{""East German Memory"",Gulag}",1
"{""ECB's Rescue Facility""}",1
"{""ECB's Rescue Facility"",""European Stability Mechanism"",""Financial Integration"",""Financial Liberalization"",""Sovereign Debt Crises""}",1
{ECHR},1
"{ECHR,""EFTA Court"",""European Legal Systems"",""Legal Ethics""}",1
"{ECHR,""European commission"",""General assembly""}",1
"{ECHR,""European Legal Systems""}",1
"{ECHR,""Independence (probability theory)"",""Judicial independence"",""Rule of law""}",1
"{""Ecological Economics"",""Economic Impacts"",""Environmental Sustainability"",""Health Economics""}",1
"{""Economic analysis"",""Economic law"",""Law and Economics"",""Position (finance)""}",1
"{""Economic Development""}",1
"{""Economic Development"",E-Government,""Government Services"",Regulations}",1
"{""Economic Evaluation"",""Prospect Theory"",""Rank Aggregation"",""Rank (graph theory)""}",1
"{""Economic Experiments"",""Experimental economics"",""Experimental psychology"",Proscription,""Psychological research""}",1
"{""Economic Experiments"",""External rotation"",""Language change""}",1
"{""Economic Experiments"",""Framing (construction)"",""Presentation (obstetrics)""}",1
"{""Economic Experiments"",Incentives,""Inequity aversion"",""Reciprocity (cultural anthropology)"",Sacrifice,""Social Preferences"",""Stochastic game""}",1
"{""Economic Experiments"",Indoctrination,""Language change"",Self-interest}",1
"{""Economic Experiments"",""Inverse probability weighting"",""Rank (graph theory)""}",1
"{""Economic Experiments"",""Language change"",""Political corruption""}",1
"{""Economic Experiments"",""Language change"",""Wages and salaries""}",1
"{""Economic Experiments"",""Loss aversion"",""Robustness (evolution)""}",1
"{""Economic Experiments"",""Public goods game"",""Punishment (psychology)""}",1
"{""Economic Experiments"",""Public servant""}",1
"{""Economic Experiments"",Selfishness}",1
"{""Economic Growth"",""Financial Liberalization"",Industrialization,""Monetary Policy"",""Structural Change""}",1
"{""Economic History"",Historiography,Obligation}",1
"{""Economic Policy"",""Financial stability"",Treasury}",1
"{""Economic Policy"",""Fiscal Consolidation"",""Fiscal Policy"",""Monetary Targeting""}",1
"{""Economic Policy"",""Fiscal Policy"",""Monetary Policy Instruments"",Neo-liberalism,""Organizational Economics""}",1
"{""Economic Policy"",""Optimal Taxation"",Taxation}",1
"{""Economic Sanctions"",""European Law"",""European Union"",""Human Rights""}",1
"{""Economic Sanctions"",""Sanction Effectiveness""}",1
"{""Economic union"",""European debt crisis"",""European Stability Mechanism"",""Member state"",""Scope (computer science)"",""Sovereign state"",""Vulnerability (computing)""}",1
"{Economy,""European economy"",""European Stability Mechanism"",""Fiscal Policy"",""Monetary Policy Instruments"",""Political Economy""}",1
"{""Ecosystem Functioning""}",1
"{Education,Pedagogy,Teaching}",1
"{""Educational Philosophy"",Pedagogy,""Reflective Practice"",""Teacher Efficacy"",""Teacher Training""}",1
"{""Education Policy"",""Opposition (politics)"",Preparedness,""School Segregation"",""Social reproduction""}",1
"{""Education Rights""}",1
"{""EEG Analysis"",""Epilepsy Detection"",""Status Epilepticus""}",1
"{""EFTA Court""}",1
"{Egalitarianism,Equality,Ex-ante,""Invisible hand""}",1
{E-Government},1
"{E-Government,""Empirical research"",""Linkage (software)""}",1
"{E-Government,""Policy Implementation"",""Public value"",""Value (mathematics)""}",1
"{Elite,Globalization,""Great power""}",1
"{Elite,""Organizational Change"",""Organizational Effectiveness"",""Public Management Reform"",""Survey data collection"",""Value (mathematics)""}",1
"{Emancipation,Impossibility,""Legal Consciousness""}",1
"{Emancipation,""International Law""}",1
"{Emancipation,""Rights-Based Approach""}",1
"{Embeddedness,""Framing (construction)"",""Norms of Protection"",""Robustness (evolution)""}",1
"{""Emerging technologies"",Surveillance}",1
"{Emigration,""Gender and Migration"",""Human migration"",Immigration,""International Law"",Phenomenon}",1
"{""Emission Modeling"",""Montreal Protocol"",""Ozone Depletion"",""Proxy (statistics)""}",1
"{Emotive,""Knowledge Transmission""}",1
"{""Empirical Ethics""}",1
"{""Empirical legal studies"",""European Legal Systems"",""Legal culture"",""Legal history""}",1
"{""Empirical legal studies"",""language and law"",""Legal Education"",""Legal Interpretation"",""Legal Methodology"",""Legal Semiotics""}",1
"{""Empirical research"",""Free Will"",""Language change"",""Moral Judgment"",""Punishment (psychology)"",""World Values Survey""}",1
"{""Empirical research"",Ostracism,""Peer pressure"",""Social exclusion"",""Social Intuition""}",1
"{""Employee Development"",""Human Resource Development"",""Management development"",""Organizational Learning"",""Performance Improvement""}",1
"{""Employee Development"",""Human Resource Development"",""Organizational Learning"",""Performance Improvement"",""Training Effectiveness""}",1
"{""Employer Resistance"",""Industrial Relations"",""Social Policy"",""Worker Participation"",""Workplace Governance""}",1
"{""Employment Relationship""}",1
"{""Empowerment Evaluation"",Excellence,Monster,""Research Assessment Exercise""}",1
"{Encyclopedia,""European Private Law"",""Maritime Law"",""Private International Law""}",1
"{Encyclopedia,""International Law"",""Legal history""}",1
"{Encyclopedia,""Sociological Imagination""}",1
"{""Energy law"",""Energy Poverty"",""Sustainable Energy""}",1
"{""Energy Poverty"",""Land grabbing"",""Social exclusion""}",1
"{Enforcement,""Judicial Efficiency"",""Transaction Cost Theory""}",1
"{""English law"",""Legal History"",Maxim}",1
"{""Entitlement (fair division)"",""Family Law"",""Inheritance (genetic algorithm)"",Settlor,Spouse}",1
"{""Entitlement (fair division)"",""Marital status"",""Work and Family""}",1
"{""Environmental Attitudes"",""Public Perception"",""Public Sociology"",""Science Communication"",""Scientific Communication""}",1
"{""Environmental Justice"",""Environmental Law"",""Global Environmental Constitutionalism"",""International Environmental Law"",""International Law""}",1
"{""Environmental Justice"",""Environmental Law"",""Global Environmental Constitutionalism"",""International Environmental Law"",""International Law"",""Reflection (computer programming)""}",1
"{""Environmental Justice"",""Environmental Law"",""Global Environmental Constitutionalism"",""International Environmental Law"",""Regulatory Expropriation""}",1
"{""Environmental Justice"",""Environmental Law"",""Global Environmental Constitutionalism"",""International Environmental Law"",""Rights of Nature""}",1
"{""Environmental Justice"",""Friction Stir Processing""}",1
"{""Environmental Law"",""Environmental Legislation"",""Environmental Permitting"",""Regulatory Challenges""}",1
"{""Environmental Law"",""Global Environmental Constitutionalism"",""International Environmental Law"",Sophistication}",1
"{""Environmental Sustainability"",Governance,Participation}",1
"{""Environmental Sustainability"",Participation,""Policy Change""}",1
"{""Epilepsia partialis continua"",Epilepsy,Etiology,Seizures,""Status Epilepticus"",""Stroke (engine)""}",1
"{Epilepsy,Etiology,""Stroke (engine)""}",1
"{Epilepsy,""Status Epilepticus""}",1
"{""Epilepsy Detection"",""Status Epilepticus""}",1
"{""Epoch (astronomy)""}",1
"{Equality,""Equal Treatment"",""New horizons""}",1
"{Equality,""Framing (construction)"",""Scope (computer science)"",""Value (mathematics)""}",1
"{""Equal Treatment""}",1
{Equity},1
"{""Equity (law)"",""Equity in Health Care"",""Health Financing"",""Right to health""}",1
"{""Equity (law)"",""European social model"",""Social citizenship"",""Social Policy"",Subsidiarity}",1
"{""Equity (law)"",""Home equity"",""Household Finance"",""Net asset value"",""Net income"",""Net worth"",""Savings Behavior""}",1
"{""Equity (law)"",""International Law""}",1
"{""Equity (law)"",""Redistribution (election)"",""Social care"",""Social Policy"",""Strengths and weaknesses""}",1
"{Espionage,Ethics,""Nuremberg trials"",""War Crimes""}",1
"{""Estate Planning"",Inheritance,""Royal Succession"",""Testamentary Freedom"",""Testamentary trust""}",1
"{""Estate Planning"",""Testamentary trust""}",1
"{""Ethical Competence"",""Legal Methodology""}",1
"{""Ethical Considerations"",""Ethics Consultation"",""Healthcare Ethics""}",1
"{""Ethical Considerations"",""Mass Casualties""}",1
"{""Ethical Dilemmas""}",1
"{""Ethical Theory"",""Gender and Society"",""Revolutionary Historiography"",""Social History""}",1
"{Ethics,Philosophy}",1
"{Ethics,Safeguarding}",1
"{""Ethics of Courtroom Imagery""}",1
"{""Ethics of Courtroom Imagery"",""Judicial Bias"",""Legal Semiotics"",""Transitional Justice"",""Visual Jurisprudence""}",1
"{""Ethics of Courtroom Imagery"",""Law and Film"",""Legal Semiotics"",""Transitional Justice"",""Visual Jurisprudence""}",1
"{Ethnicity,""Indigenous rights""}",1
"{""Ethnic Politics""}",1
"{Etiquette,""Political Philosophy"",""Rule of law"",""Scope (computer science)""}",1
"{""EU Competition Law""}",1
"{""EU Competition Law"",""European Private Law""}",1
"{""EU Competition Law"",""Legal certainty""}",1
"{""EU Immigration"",Legislator,Seekers}",1
"{""EU Integration""}",1
"{""EU Integration"",""EU Law"",""European Legal Systems"",""Scope (computer science)"",""Separation (statistics)""}",1
"{""EU Integration"",""European Legal Systems"",""Fundamental Rights"",""Human Rights"",""Social Rights""}",1
"{""EU Integration"",""Migration Law""}",1
"{""EU Law"",""European Company Law"",""European Legal Systems"",""Market regulation"",Yearbook}",1
"{""EU Law"",""European Legal Systems"",""Margin of appreciation"",""Res judicata"",Subsidiarity}",1
"{Eurobond,""European Integration"",""European Stability Mechanism"",""Government bond"",""Government debt""}",1
"{""European Arrest Warrant"",""European Court of Human Rights"",""Fundamental Rights"",""Human Rights""}",1
"{""European Arrest Warrant"",Policing}",1
"{""European commission"",""European Integration"",""European Stability Mechanism"",Institutionalization,""Normalization (sociology)""}",1
"{""European commission"",""European Integration"",Grassroots}",1
"{""European commission"",""European Legal Systems"",Yearbook}",1
"{""European commission"",""Food labeling"",Licensing}",1
"{""European commission"",Governance,""Openness to experience""}",1
"{""European commission"",""Public Diplomacy""}",1
"{""European community"",""European Legal Systems""}",1
"{""European Company Law"",""European Law"",""European Legal Systems"",""Legal Methodology""}",1
"{""European Company Law"",""European Legal Systems""}",1
"{""European Company Law"",Protectionism,Temptation}",1
"{""European Integration"",Europeanisation,""Freedom of movement"",""Free movement"",Resizing}",1
"{""European Integration"",""European Legal Systems"",""Legal Methodology""}",1
"{""European Integration"",""European Stability Mechanism"",Institutionalization,""Monetary Policy Instruments"",""Political Dynamics""}",1
"{""European Integration"",""European Union"",Governance}",1
"{""European Integration"",""Gender Mainstreaming"",""Institutional Change"",""Political Representation""}",1
"{""European Integration"",Geopolitics,""Political communication""}",1
"{""European Integration"",Governance,Institutionalization}",1
"{""European Integration"",""Identification (biology)"",Identity,Resizing,""Treaty of Lisbon""}",1
"{""European Integration"",""Legal Cultures"",""normative power"",Sovereignty,""Transnational Legal Pluralism""}",1
"{""European Integration"",""Political Dynamics""}",1
"{""European Integration"",Polity}",1
"{""European Integration"",Resizing}",1
"{""European Integration"",""Scope (computer science)"",SOCRATES}",1
"{""European Law"",""Legal Methodology"",""Migration Law""}",1
"{""European Law"",Legitimation,Participation,""Regulatory Agencies""}",1
"{""European Legal Systems"",""Family life"",""Position (finance)""}",1
"{""European Legal Systems"",Governance}",1
"{""European Legal Systems"",""High Court"",""Scope (computer science)""}",1
"{""European Legal Systems"",""International Economic Law"",""International Law"",""Investment Treaty Arbitration""}",1
"{""European Legal Systems"",""Judicial Cooperation""}",1
"{""European Legal Systems"",""Judicial deference"",""Margin of appreciation"",""Pluralism (philosophy)""}",1
