"citing_keyword","item_cnt"
"{""Absolute Radiometric Calibration"",""Emissivity Measurements"",Linearity,""Primary standard"",""Radiometric Calibration"",""Satellite Sensors"",""Spectral sensitivity"",""Standard system"",Thermometry}",1
"{""Absolute threshold"",""Renewable Energy Integration""}",1
"{Absorbance,""Pharmaceutical formulation"",""Spectrophotometric Methods"",Triamterene}",1
"{Abstraction,Capitalism,""Labor Theory of Value"",Marxism}",1
"{Abstraction,""Complement (music)"",""Empirical research"",Governance,Ignorance,""Presentation (obstetrics)"",""Reflection (computer programming)"",""Systems theory""}",1
"{""Abstraction layer"",""Distributed Systems"",""Task Scheduling""}",1
"{Absurdism,""Judicial Activism""}",1
"{Absurdism,Nothing,Phrase,Proposition,Spiritualism}",1
"{ABTS,Polyphenols,""Rosmarinic acid""}",1
"{""Abuse of power"",Authoritarianism,Constitutionalism,Impunity,Injustice,""Rule of law""}",1
"{""Abusive Head Trauma"",""Electrical Stun Devices"",""Penetrating Brain Injury""}",1
"{""Academic Achievement"",""Academic Mobility"",""Higher Education"",""Policy Responses"",""Student Mobility""}",1
"{""Academic community"",""Judicial Bias""}",1
"{""Academic Dishonesty"",""Empirical research"",Institution,Misconduct,""Research Integrity"",Retractions,""Scientific Misconduct"",Visibility}",1
"{""Academic Dishonesty"",""Research Integrity"",""Research Participation"",""Vulnerability in Research""}",1
"{""Academic freedom"",Declaration,Decorum,Dignity,""Legal Interpretation""}",1
"{""Academic Freedom"",""Faculty Partisanship"",""Intellectual Diversity"",""University Governance""}",1
"{""Academic Freedom"",""Faculty Partisanship"",""Research Ethics""}",1
"{""Academic Identity"",""Organizational Change""}",1
"{""Academic integrity"",""Ethics Education"",Scrutiny}",1
"{""Academic Libraries"",""Library Services"",""Square (algebra)""}",1
"{""Academic Publishing"",""Legal Interpretation"",""Public Administration""}",1
"{""Accelerometer Sensors""}",1
"{""Acceptance and Commitment Therapy"",ADHD,""Attention deficit"",""Attention-Deficit/Hyperactivity Disorder"",""Autogenic training""}",1
"{Acceptor,""Cyclopentadienyl complex"",""Electron acceptor"",""Electron donor"",""Electron Transfer"",Heteroatom,""Pericyclic reaction""}",1
"{Acceptor,""Metal Dithiolene Complexes""}",1
"{""Access and Benefit Sharing"",""Norm Conflicts"",""Regulatory Expropriation"",""State Sovereignty""}",1
"{""Access Control"",""Data Mining"",""Data Privacy"",""Location-Based Services"",""Role-Based Authorization""}",1
"{""Access Control"",""Data sharing""}",1
"{Accessibility,""Accessibility Guidelines"",""Inclusive Design"",Usability,""Web Accessibility""}",1
"{Accession,""Affect (linguistics)"",""European Legal Systems"",""Position (finance)""}",1
"{Accession,Argumentative,""Democratic Theory""}",1
"{Accession,""Capital Flows""}",1
"{Accession,""Choice of law"",""European Legal Systems""}",1
"{Accession,""Collective security"",Diplomacy}",1
"{Accession,""Constitutional court"",""Legal Consciousness"",""Transitional justice""}",1
"{Accession,ECHR,Neutrality,""Position (finance)"",Ratification}",1
"{Accession,""EU Integration"",""Member state"",""Position (finance)"",""Sovereign state""}",1
"{Accession,""EU Law"",""Member state""}",1
"{Accession,""European community"",""International Economic Law"",""International trade law"",""Position (finance)""}",1
"{Accession,""European Integration"",""Member state"",Odds,""Preliminary ruling""}",1
"{Accession,""European Legal Systems"",Paragraph}",1
"{Accession,""Fundamental Rights"",""Harmony (color)"",Safeguarding}",1
"{Accession,Geopolitics,Kingdom,Norwegian,Scandinavia,Unrest}",1
"{Accession,""Legal Harmonization""}",1
"{""Access to finance"",""Financial Constraints""}",1
"{""Access to Finance"",""Climate Finance"",""Financial Development"",""Financial Inclusion"",""Green Bonds"",""Green building"",""Green infrastructure"",""Inclusive growth""}",1
"{""Access to information"",""Content (measure theory)"",""Data access"",""Plea Bargaining""}",1
"{""Access to information"",""Content (measure theory)"",""International Law""}",1
"{""Access to information"",""Content (measure theory)"",""Norms of Protection""}",1
"{""Access to information"",""Enforcement Strategies"",""Tax Compliance""}",1
"{""Access to information"",""Freedom of information"",""Scope (computer science)""}",1
"{""Access to Justice""}",1
"{""Access to medicines"",Covenant,""Rights-Based Approach"",""Right to health""}",1
"{""Access to medicines"",""Data access"",Patents}",1
"{Accidental,Acknowledgement,""Plagiarism detection"",""Robotic Process Automation""}",1
"{Accidental,""Ancient Poetry"",HERO,SWORD}",1
"{Accidental,Cosmopolitanism,Cynicism}",1
"{Accidental,Crime,""Depression (economics)"",Emancipation,""Explanatory power""}",1
"{""Accident (philosophy)"",""Ambiguity aversion"",""Knightian uncertainty"",Liability,Pessimism}",1
"{""Accident (philosophy)"",""Argument (complex analysis)"",Liability,""Section (typography)"",""Vicarious liability""}",1
"{""Accident (philosophy)"",Bespoke,Generality,Philosophy,Scrutiny}",1
"{""Accident (philosophy)"",Concreteness,""Crash Prediction Models"",""Driver Behavior""}",1
"{""Accident (philosophy)"",""Contributory negligence"",Delict,Liability,""Negligence Law"",""Res ipsa loquitur""}",1
"{""Accident (philosophy)"",""European Legal Systems"",Institution}",1
"{""Accident Tolerant Fuels"",""Decay heat"",""Nuclear fission"",""Nuclear fission product"",""Nuclear fuel cycle""}",1
"{Accountability,Arbitration,""Fair and Equitable Treatment"",Liability,""State Sovereignty""}",1
"{Accountability,""Artificial Intelligences"",""Criminal liability"",""Legal Implications"",""Machine Learning"",Surveillance}",1
"{Accountability,""Climate Change Litigation"",""Corporate Environmentalism"",""Due diligence""}",1
"{Accountability,""Company Governance"",""Directive Harmonization""}",1
"{Accountability,""Corporate Criminal Liability"",""Legal Responsibility"",Liability,Litigation}",1
"{Accountability,Corporation,Expropriation}",1
"{Accountability,Corporation,""Proportionality (law)""}",1
"{Accountability,""Criminal responsibility"",""Diminished responsibility""}",1
"{Accountability,Cybercrime,""Emerging technologies"",Legislator}",1
"{Accountability,Directive,Obligation}",1
"{Accountability,""Due diligence""}",1
"{Accountability,Enforcement,""Environmental Compliance"",""Legal Responsibility"",""OECD Guidelines""}",1
"{Accountability,""Environmental accounting"",""Environmental Law""}",1
"{Accountability,""Global governance""}",1
"{Accountability,""International business"",""Multinational Enterprises"",""Transnational Corporations"",Unpacking}",1
"{Accountability,""Legal Responsibility"",Liability,""Regulatory Policymaking"",""State Responsibility""}",1
"{Accountability,Mandate}",1
"{""Accounting Change"",Bookkeeping,""Capital (architecture)""}",1
"{""Accounting Change"",""International Financial Reporting Standards"",""Link (geometry)""}",1
"{""accounting data manipulation"",""Accounting Quality"",""Benford's Law"",""Benford's law"",""Data Quality"",""Empirical research"",""Statistical Analysis""}",1
"{""Accounting Quality""}",1
"{""Accounting Quality"",""Agency cost""}",1
"{""Accounting Quality"",""Audit Committee"",""Audit evidence"",""Chief audit executive"",""Quality audit""}",1
"{""Accounting Quality"",""Disclosure Practices"",""Financial Performance"",""Information Asymmetry"",""International Financial Reporting Standards""}",1
"{""Accounts payable"",""Oil Wealth""}",1
"{""Accretion disc"",""Accretion Disks"",""Line (geometry)""}",1
"{""Accretion disc"",""Dwarf nova"",""Eccentricity (behavior)"",""Orbital period"",""Pulsar Timing""}",1
"{""Accretion disc"",""Dwarf nova"",""Type Ia Supernovae"",""Variation (astronomy)""}",1
"{""Accretion Disks"",""Astrophysical Simulations"",""Protoplanetary Disks"",""Sample (material)"",""Stellar Populations"",""Young Stellar Objects""}",1
"{""Accrual Accounting"",""Fiscal Consolidation"",""Investment Decisions""}",1
"{""Accrual Accounting"",""Investment Decisions""}",1
"{""Accrual Accounting"",Macro}",1
"{Acculturation,""Comparative literature"",""Gender and Migration"",Immigration,Multiculturalism,""Social Boundaries""}",1
"{""Accuracy and precision"",""Actinide Oxides""}",1
"{Acebutolol,""Methanol Poisoning""}",1
"{""ACE Inhibitory Peptides"",""Bioactive Peptides"",""Food-Derived Peptides"",""Green Chemistry"",""Marine-Derived Peptides""}",1
"{Acenaphthene,""Percolation Theory""}",1
"{""Acetic acid bacteria"",""Enzymatic Hydrolysis"",Fructose,""Kojic acid""}",1
"{""Acetic acid bacteria"",""Protein Oxidation""}",1
"{""Acetic acid bacteria"",""Wine Yeasts""}",1
"{Acetylacetone,""Complexometric titration"",""Metal Ion-Imprinted Polymers""}",1
"{Acetylcholinesterase,Butyrylcholinesterase,Cholinesterase,""Cholinesterase Inhibitors""}",1
"{""Acetyl-CoA carboxylase"",Avidin,Biotin}",1
"{Acetylene,""Diels-Alder Reactions"",""Potassium hydroxide""}",1
"{""Acid-Base Balance""}",1
"{""Acid–base reaction"",""Aldol condensation"",""Aldol reaction"",""Base (topology)"",Benzaldehyde,""Bifunctional catalyst"",""Brønsted–Lowry acid–base theory"",""Catalytic Conversions"",Heptanal,Hydrotalcite}",1
"{""Acidity Scales"",""Catalyzed Reactions"",""Enzymatic Mechanisms"",""Fluorescent Probes"",""Heterocyclic Compounds""}",1
"{""Acid Mine Drainage"",""Delayed coker"",Refinery,""Refining (metallurgy)"",Tonne}",1
"{""Acid strength"",""Boric acid"",Catalysis}",1
"{""Ackermann function"",""Conformational Analysis""}",1
"{Acknowledgement,""International Humanitarian Law"",""International Law""}",1
"{Acknowledgement,Phenomenon,""Position (finance)""}",1
"{Acknowledgement,""Privacy Regulations""}",1
"{""Aconitum Alkaloids"",Horst}",1
"{""Acoustic Analysis""}",1
"{""Acoustic Ecology"",""Digital Musical Instruments"",""Harmony (color)"",""Musical Performance"",""Music Generation"",""Sound Synthesis""}",1
"{""Acoustic Manipulation"",Stereology}",1
"{""Acoustic Modeling"",""Semantic Processing"",""Speaker Verification"",""Spoken Dialogue Systems"",""Statistical Language Modeling""}",1
"{""Acoustic Rhinometry"",Laryngology}",1
"{Acquiescence,""Adverse possession"",Estoppel,""Land Tenure"",""Possession (linguistics)""}",1
"{Acquiescence,""Political Philosophy"",""Political theology""}",1
"{Acquittal,""Confession (law)"",""East German Memory"",""False accusation""}",1
"{Acquittal,""Confession (law)"",Innocence,""Legal History""}",1
"{Acquittal,""Constructive criticism"",Constructive,""Responsibility to Protect""}",1
"{Acquittal,""Crime and Punishment"",Deed,Homicide,Penitential,""Volition (linguistics)""}",1
"{""Acridine orange"",HeLa,""Mitochondrial Fission"",Nigericin,Valinomycin}",1
"{Acropolis,""Ancient Poetry"",Emperor,Statue}",1
"{Acropolis,Bronze,Ornaments,Reign,Sculpture,""Sixth century"",Sumerian,Throne}",1
"{Acrylamide,""Complex matrix"",""Food products"",""French fries"",""Matrix (chemical analysis)"",""Peanut butter""}",1
"{Acrylamide,""Electron capture detector"",""Sample preparation"",""Solid phase extraction"",""Standard addition""}",1
"{Acrylamide,""French fries"",Repeatability}",1
"{""Acrylic acid"",Additives,""Guar gum"",""Thermogravimetric analysis""}",1
"{""Acrylic acid"",Azobisisobutyronitrile,""Controlled Polymerization"",""Functional Polymers"",""Methyl salicylate""}",1
"{""Acrylic acid"",""Guar gum"",""Mandelic acid"",""Ring-Opening Polymerization"",""Thermogravimetric analysis""}",1
"{""Actinide Metals""}",1
"{""Actinide Metals"",""Actinide Oxides"",Actinides}",1
"{""Action Observation"",Attunement,Interception,""Interpersonal Synchrony"",""Neuronal Adaptation"",""Perceptual Learning"",Variables,""Visual Perception""}",1
"{""Action plan"",""Common Agricultural Policy"",""Policy Instruments""}",1
"{""Action plan"",""Company Governance"",""European commission"",""European Company Law""}",1
"{""Action plan"",""Contract Law"",""EU Competition Law"",""European commission"",""Legal Harmonization"",""Substantive law"",Unification}",1
"{""Action plan"",""European Integration"",""Refugee crisis"",""Scope (computer science)""}",1
"{""Action Recognition"",""Athlete Monitoring"",""Human Activity Analysis"",Pace,""Performance Analysis""}",1
"{""Action theory (sociology)"",""Affect and Emotion in Law""}",1
"{""Activated Sludge"",""Anaerobic Digestion"",Biogas,""Waste Treatment"",""Wastewater Treatment""}",1
"{""Activation Energy"",""High-Performance Explosives"",""Solid-State Reactions""}",1
"{""Active citizenship"",""Post-Socialist Urbanism"",""Public space""}",1
"{""Active Queue Management"",""Bandwidth Estimation"",Narrowband,""QoS Routing"",""Queueing Systems"",""Queueing Theory""}",1
"{""Active Steering"",""Driver Assistance""}",1
{Activism},1
"{""Activist Art"",Aesthetics,""Art Theory"",""Cultural Politics"",""Participatory Art""}",1
"{""Activity Theory""}",1
"{Acupuncture,Guideline}",1
"{""Acute Interstitial Nephritis"",Anuria,Nephropathy,Nephrosis,Oliguria}",1
"{""Acute Lung Injury"",Diagnosis,""High-flow Oxygen Therapy"",Microcirculation}",1
"{""Acute Lymphoblastic Leukemia"",""Acute Myeloid Leukemia""}",1
"{""Acute Lymphoblastic Leukemia"",""Acute Myeloid Leukemia"",""Hematopoietic Stem Cells"",""Leukemia Stem Cells"",""Molecular Response""}",1
"{""Acute Myeloid Leukemia"",""MRI Imaging""}",1
"{""Acute Pancreatitis""}",1
"{""Acute Phase Proteins""}",1
"{""Acute Respiratory Distress Syndrome""}",1
"{Acylation,""Friedel–Crafts reaction""}",1
"{Acylation,Phenacetin}",1
"{Acylation,""Silicic acid""}",1
"{Adaptation,""Community Satisfaction"",""Place Attachment"",""Residential Satisfaction"",""Sense of Place""}",1
"{Adaptation,Diversity,""Public Policy"",""Sustainable Development"",""Territorial Governance""}",1
"{Adaptation,Geography,Globalization,Materiality,Vulnerability}",1
"{Adaptation,Health,Vulnerability}",1
"{Adaptation,History,Livelihoods,Society,Sustainability}",1
"{Adaptation,Media}",1
{Adaptive},1
"{""Adaptive capacity"",""Climate Change Resilience""}",1
"{""Adaptive Control"",""Direct Torque Control"",""FPGA Design"",""Induction Motors"",""Speed Estimation""}",1
"{""Adaptive Evolution"",""Adaptive radiation"",""Character displacement"",""Habitat Fragmentation"",""Habitat Selection"",""Lineage (genetic)"",""Reproductive isolation"",""Species complex""}",1
"{""Adaptive Evolution"",""Ancient DNA"",Overfishing}",1
"{""Adaptive Evolution"",Foxtail,""Population Genetics"",Setaria,""Setaria viridis"",""Species Delimitation"",Trait}",1
"{""Adaptive Governance"",""Civil society"",""Conceptual framework"",Reflexivity,""Regulatory Governance"",Sustainability,""Sustainability Transitions""}",1
"{""Adaptive Governance"",""Climate Change Adaptation""}",1
"{""Adaptive Governance"",""Ecological Economics"",""Environmental Sustainability"",""Policy Mixes"",""Sustainability Assessment""}",1
"{""Adaptive Governance"",""Energy transition"",""Public engagement"",""Public participation""}",1
"{""Adaptive Governance"",""Environmental Policy"",""Environmental Sustainability"",""Policy Instruments"",""Sustainability Transitions""}",1
"{""Adaptive Learning"",""Diagnosis and Remedial Learning"",""Intelligent Tutoring Systems"",""Student Performance Evaluation"",""Web-Based Testing""}",1
"{""Adaptive Management""}",1
"{""Adaptive Management"",""Business environment"",""Business transformation"",""Theme (computing)""}",1
"{""Adaptive Mesh Refinement"",""Convection–diffusion equation"",""Convection-Diffusion Problems"",""PDE-Constrained Optimization"",""Upwind scheme"",""Variational Methods""}",1
"{""Adaptive Mesh Refinement"",""Gas dynamics"",""Mach reflection"",""Reflection (computer programming)""}",1
"{""Adaptive Optics"",""Angular diameter"",""Astronomical Imaging"",""Camera Calibration"",""Intensity (physics)"",""Optical Metrology""}",1
"{""Adaptive Optics"",""Geometric Processing"",Phaser,""Satellite Imagery"",""Wavefront Sensing""}",1
"{""Adaptive Systems"",""Change management (ITSM)"",""Group Model Building"",""Organizational Resilience"",""Organizational structure""}",1
"{""Adaptive Thermogenesis"",""Data Analysis"",Exercise,""Insulin Resistance"",Thermogenesis}",1
{Addendum},1
"{""Addiction Treatment""}",1
"{""Addition reaction"",""Heterogeneous Catalysts"",Hydrocyanation,""Michael reaction"",""Potassium cyanide""}",1
"{""Additive Manufacturing"",""Advanced composite materials"",""Ceramic matrix composite"",""Design for Manufacture"",Fuselage}",1
"{""Additive Manufacturing"",""Advanced composite materials"",""Material Characterization"",Materials}",1
"{""Additive Manufacturing"",""Artifact (error)"",""Fused Deposition Modeling"",""Obfuscation Techniques"",Trustworthiness}",1
"{""Additive Manufacturing"",Benchmarking,""Construction Automation"",Construction,""Lean Construction"",""Manufacturing sector""}",1
"{""Additive Manufacturing"",""CAD/CAM Integration"",""Collaborative Manufacturing"",""Deposition (geology)"",""Design for Manufacture"",Lamination,""Manufacturing process"",""Metal 3D Printing""}",1
"{""Additive Manufacturing"",""CAD/CAM Integration"",""Collaborative Manufacturing"",""Design for Manufacture"",""Material Characterization""}",1
"{""Additive Manufacturing"",""CAD/CAM Integration"",""Component (thermodynamics)"",""Design for Manufacture"",""Process Parameters"",""Process Planning"",""Rapid prototyping"",""Realization (probability)"",""Relevance (law)"",""System integration""}",1
"{""Additive Manufacturing"",""CAD/CAM Integration"",""Design for Manufacture"",""Laser scanning"",""Material Characterization"",""Selective Laser Melting""}",1
"{""Additive Manufacturing"",""CAD/CAM Integration"",""Design for Manufacture"",""Material Characterization"",""Metal 3D Printing"",Repeatability,""Selective laser sintering"",Shrinkage}",1
"{""Additive Manufacturing"",""CAD/CAM Integration"",""Design for Manufacture"",""Metal 3D Printing"",""Selective Laser Melting""}",1
"{""Additive Manufacturing"",""CAD/CAM Integration"",""Metal 3D Printing"",Turnkey}",1
"{""Additive Manufacturing"",""Collaborative Design"",Design,""Design Thinking"",Prototyping}",1
"{""Additive Manufacturing"",""Collaborative Design"",""Design for Manufacture""}",1
"{""Additive Manufacturing"",""Collaborative Design"",""Design Thinking"",""Digital Fabrication"",Prototyping,""Sustainable design""}",1
"{""Additive Manufacturing"",""Collaborative Manufacturing"",""Component (thermodynamics)"",""Design for Manufacture"",""Manufacturing cost"",Minification,""Multi-material Optimization"",""Multi-Objective Optimization"",""Topology optimization""}",1
"{""Additive Manufacturing"",""Collaborative Manufacturing"",""Construction Automation"",""Design for Manufacture"",""Digital Fabrication""}",1
"{""Additive Manufacturing"",""Collaborative Manufacturing"",""Design for Manufacture"",""Fused Deposition Modeling"",""Fused filament fabrication"",""Injection Molding"",""Instrumentation (computer programming)"",Pyrometer,Thermocouple}",1
"{""Additive Manufacturing"",""Collaborative Manufacturing"",""Design for Manufacture"",Manufacturing}",1
"{""Additive Manufacturing"",""Component (thermodynamics)"",""Cost reduction"",""Design for Manufacture"",""Disassembly Sequencing"",""Lead time"",""Manufacturing cost"",""Process Planning"",""Product Modularity"",""Selective laser sintering""}",1
"{""Additive Manufacturing"",""Composite Structures"",""Machine Elements"",""Structural Analysis""}",1
"{""Additive Manufacturing"",""Composite Structures"",""Structural Analysis"",""Thermoplastic Composites""}",1
"{""Additive Manufacturing"",""Coordinate-measuring machine"",""Design for Manufacture"",""Design of experiments"",""Disassembly Sequencing"",""Fused Deposition Modeling"",""Identification (biology)"",""Material Characterization""}",1
"{""Additive Manufacturing"",""Cost driver"",""Design for Manufacture"",""Manufacturing cost"",""Material Characterization"",""Metal 3D Printing"",""Product Cost Estimation""}",1
"{""Additive Manufacturing"",""Crystal Plasticity Modeling"",""Material Characterization"",""Metal 3D Printing"",""Nanocrystalline Structures""}",1
"{""Additive Manufacturing"",""Customer value"",""Manufacturing process"",""Metal 3D Printing"",""Metal Powders"",""Selective Laser Melting"",""Value (mathematics)""}",1
"{""Additive Manufacturing"",""Cutting Processes"",""Surface Quality"",""Tool Wear"",Welding}",1
"{""Additive Manufacturing"",""Deposition (geology)"",""Design for Manufacture"",""Digital Fabrication"",""Fused Deposition Modeling"",""Rapid prototyping""}",1
"{""Additive Manufacturing"",""Deposition (geology)"",""Design for Manufacture"",""Fused Deposition Modeling"",""Process Parameters"",""Process Planning"",""Rapid prototyping""}",1
"{""Additive Manufacturing"",""Deposition (geology)"",""Fused Deposition Modeling"",""Laser scanning"",""Polylactic acid""}",1
"{""Additive Manufacturing"",""Design for Manufacture"",""Design of experiments"",""Fixture Design"",""Fractional factorial design"",""Fused Deposition Modeling"",""Rapid prototyping""}",1
"{""Additive Manufacturing"",""Design for Manufacture"",Digitization,""Paradigm shift"",""Scope (computer science)""}",1
"{""Additive Manufacturing"",""Design for Manufacture"",""Framing (construction)"",""Manufacturing process"",""Process Planning"",""Rapid prototyping""}",1
"{""Additive Manufacturing"",""Design for Manufacture"",""Fused Deposition Modeling"",""Injection Molding"",""Rapid prototyping""}",1
"{""Additive Manufacturing"",""Design for Manufacture"",""Layered Structures"",""Selective laser sintering"",""SWOT analysis""}",1
"{""Additive Manufacturing"",""Design for Manufacture"",""Manufacturing process"",""Process Parameters"",""Process Planning""}",1
"{""Additive Manufacturing"",""Design for Manufacture"",""Mass customization"",""Process Parameters"",""Process Planning"",""Product Cost Estimation""}",1
"{""Additive Manufacturing"",""Design for Manufacture"",""Product Design"",""Supply Chain Network Design"",""Sustainable design"",""Sustainable production"",""Sustainable products""}",1
"{""Additive Manufacturing"",""Digital Fabrication"",""Emerging technologies"",""Manufacturing sector""}",1
"{""Additive Manufacturing"",""Digital Fabrication"",""Rapid prototyping"",Textile}",1
"{""Additive Manufacturing"",""Electrohydrodynamic Jet Printing"",""High-resolution Printing"",""Inkjet Printing""}",1
"{""Additive Manufacturing"",""Emerging technologies"",""Manufacturing process"",""Material Characterization""}",1
"{""Additive Manufacturing"",""Engineering optimization"",""Leverage (statistics)"",Minification,""Multi-material Optimization"",""Multi-Objective Optimization"",""Topology optimization""}",1
"{""Additive Manufacturing"",""Fused Deposition Modeling""}",1
"{""Additive Manufacturing"",""Fused Deposition Modeling"",""Heat equation"",""Image warping"",""Laser Welding"",""Material Characterization"",""Selective Laser Melting""}",1
"{""Additive Manufacturing"",""Fused Deposition Modeling"",""Polymer Composites"",Polymerization,""Surface Chemistry"",""Surface modification""}",1
"{""Additive Manufacturing"",""Green Engineering"",Sustainability,""Sustainable Chemistry""}",1
"{""Additive Manufacturing"",Heuristics,NIST,""Statistical process control""}",1
"{""Additive Manufacturing"",""Injection moulding"",Polypropylene,Recycling,""Resource recovery""}",1
"{""Additive Manufacturing"",""Laser Welding"",""Material Characterization"",""Metal 3D Printing"",Welding}",1
"{""Additive Manufacturing"",""Lattice (music)"",""Material Characterization"",""Robustness (evolution)"",""Structural Performance"",""Subdivision surface""}",1
"{""Additive Manufacturing"",""Material Characterization""}",1
"{""Additive Manufacturing"",""Material Characterization"",""Metal 3D Printing""}",1
"{""Additive Manufacturing"",""Material Characterization"",""Metal 3D Printing"",""Particle (ecology)"",""Selective Laser Melting"",""Selective laser sintering""}",1
"{""Additive Manufacturing"",""Material Characterization"",""Sphere packing""}",1
"{""Additive Manufacturing"",""Metal 3D Printing""}",1
"{""Additive Manufacturing"",""Metal 3D Printing"",""Metallic Components"",""Metal Powders"",""Selective Laser Melting""}",1
"{""Additive Manufacturing"",""Metal 3D Printing"",""Metallic Components"",""Refractory Alloys"",""Selective Laser Melting""}",1
"{""Additive Manufacturing"",""Metal 3D Printing"",""Metal Recovery"",Remanufacturing,""Reverse logistics""}",1
"{""Additive Manufacturing"",""Smart Manufacturing"",""Spare part"",Sustainability,""Sustainable Supply Chain Management"",""Triple Bottom Line""}",1
"{""Adenomatoid tumor"",Histogenesis,Myometrium,""Uterine Leiomyoma""}",1
"{""Adenosine triphosphate"",""Tyrosine Hydroxylase""}",1
"{Adhesion,""Shear force"",""Shear strength (soil)""}",1
"{""Adipic acid"",Butane,""Dicarboxylic acid"",""Polyester Synthases"",Polymerization,""Ring-Opening Polymerization"",""Sebacic acid"",""Succinic acid""}",1
"{Adjective,""Ancient Poetry"",Cicero}",1
"{Adjective,""Celtic languages"",""Germanic languages"",""Historical Phonology"",""Root (linguistics)"",Superlative}",1
"{Adjective,Cognition,Language,""Language Evolution"",""Language Typology"",Semantics}",1
"{Adjective,Etymology,""Old English""}",1
"{Adjudication,""Administration of justice"",Denial,Dictatorship,""Social Movements""}",1
"{Adjudication,""Administrative court"",""European Legal Systems"",""Judicial interpretation"",""Principle of legality""}",1
"{Adjudication,""Affect and Emotion in Law""}",1
"{Adjudication,""Affect and Emotion in Law"",""Argument (complex analysis)"",Disinformation,Wrongdoing}",1
"{Adjudication,""Ancient Judaism"",Depiction,""Legal history"",Torah}",1
"{Adjudication,""Argument (complex analysis)"",""Constitutional Courts"",""judicial influence"",""judicial legitimacy"",""Legal Interpretation"",""Principle of legality""}",1
"{Adjudication,""Argument (complex analysis)"",""Constitutional Review"",Mandate}",1
"{Adjudication,""Argument (complex analysis)"",""Legal Methodology"",Positivism}",1
"{Adjudication,""Brussels Regulation"",""Cross-Border Litigation"",""EU Law"",""Exclusive jurisdiction"",""Forum shopping""}",1
"{Adjudication,""Carl Schmitt"",Judgement}",1
"{Adjudication,""Complementarity (molecular biology)"",""European Legal Systems"",""International Economic Law"",""International Law"",""Investment Treaty Arbitration""}",1
"{Adjudication,Compromise,""Constitutional government"",""Indeterminacy (philosophy)"",Neutrality,""Pluralism (philosophy)""}",1
"{Adjudication,Consequentialism,Exemplification,""Legal Methodology""}",1
"{Adjudication,""Constitutional court"",Constitutionalism,""normative power"",Proscription}",1
"{Adjudication,""Constitutional court"",""European Legal Systems""}",1
"{Adjudication,Constitutionalism,""Constitutional theory""}",1
"{Adjudication,""Constitutional theory"",""Political Theology""}",1
"{Adjudication,""Contract Law"",Contracts}",1
"{Adjudication,Cosmopolitanism,""Legal Consciousness"",""Legal pluralism"",""Legal Systems"",Obligation,""Pluralism (philosophy)"",""Transnational Legal Pluralism""}",1
"{Adjudication,""Crimes against humanity"",""Postwar Germany""}",1
"{Adjudication,""Criminal behavior"",""Criminal investigation"",""Early Modern Europe""}",1
"{Adjudication,""Cross-border Insolvency"",Debtor,""Insolvency Proceedings""}",1
"{Adjudication,""Cross-Border Litigation"",Globalization,Harmonization,""Legal Harmonization""}",1
"{Adjudication,""Cross-Border Taxation"",""Investment Treaty Arbitration""}",1
"{Adjudication,""Cultural rights"",""ILO Declaration"",""International Labour Organization"",""Linguistic rights"",""Reservation of rights""}",1
"{Adjudication,""Cultural rights"",""Optimal distinctiveness theory"",""Reservation of rights"",""Social rights""}",1
"{Adjudication,Directive,""European commission"",""Investment Treaty Arbitration""}",1
"{Adjudication,""European Legal Systems"",""Relevance (law)""}",1
"{Adjudication,""European Stability Mechanism""}",1
"{Adjudication,Historiography}",1
"{Adjudication,""International Law"",""Investment Treaty Arbitration"",Prerogative,""Rule of law""}",1
"{Adjudication,""International Law"",""Judicial opinion""}",1
"{Adjudication,""International Law"",Legitimation,""Value (mathematics)""}",1
"{Adjudication,""International Law"",Prerogative,""Refugee law""}",1
"{Adjudication,""International Law"",Unification}",1
"{Adjudication,""Investment (military)"",""Investment Treaty Arbitration"",""Settlement (finance)""}",1
"{Adjudication,""Investment Treaty Arbitration"",""Settlement (finance)""}",1
"{Adjudication,Judgment}",1
"{Adjudication,""Judicial Efficiency""}",1
"{Adjudication,""Legal Consciousness"",Polity,""Reification (Marxism)""}",1
"{Adjudication,""Legal Consciousness"",Realm,""Transitional justice""}",1
"{Adjudication,""Legal Consciousness"",""Rule of law""}",1
"{Adjudication,Legitimation,""Pluralism (philosophy)"",""Rawlsian Justice""}",1
"{Adjudication,""normative power""}",1
"{Adjudication,""Principle of legality"",""Transnational Legal Pluralism""}",1
"{Adjudication,""Unfair Commercial Practices""}",1
"{""Administration of justice"",""Federal court"",""Legal Systems""}",1
"{""Administration of justice"",""Legal Methodology""}",1
"{""Administrative court"",""Administrative Law""}",1
"{""Administrative court"",""Administrative Law"",CLARITY,""Constitutional court"",Governor,""Private rights""}",1
"{""Administrative court"",""Administrative Law"",""Judicial reform"",""Presentation (obstetrics)"",""Reform Act""}",1
"{""Administrative court"",""Constitutional court"",""Federal court"",""International Law"",Judgement,Officer,""Principle of legality"",""Ultra vires""}",1
"{""Administrative court"",""Settlement (finance)""}",1
"{""Administrative Law"",""Argument (complex analysis)"",""Section (typography)""}",1
"{""Administrative Law"",""Constitutional Review"",""Legal Mobilization"",""normative power"",""Rule of Law""}",1
"{""Administrative Law"",Estoppel,""Foundation (evidence)""}",1
